430,syr. 434,syr. 611,syr. 612
ܠܝ,,ܠܝ,ܠܝ
ܡܛܠܡ̇ܢ,,ܥܠܡܢܐ,ܥܠܡܢܐ
ܡܢܓܕ,,ܡܢܓܕ,ܡܢܓܕ
ܐܢَܬܠܫܢܘܪܐܗܘ܂,,ܐܢ̄ܬܠܫܘܢܪܐܗܢܐ܂,ܐܢ̄ܬܠܫܘܢܪܐܗܢܐ܂
,,ܗ̇ܝܕܝܢ,ܗܝܕܝܢ
ܐܡܪܬ,,ܐܡܪܬ,ܐܡܪܬ
,,ܠܦܪܥܘܢܡܠܟܐ܂ܐܚܣܪܢܝܫܘܢܪܐܛܒ,ܠܦܪܥܘܢܡܠܟܐ܂ܐܚܣܪܢܝܫܘܢܪܐܛܒ
,,ܣܓܝ,ܕܓܝ
ܐܘܡܪܝ܂,,ܐܘܡܪܝ܂,ܐܘܡܪܝ܂
ܣܓܝܐܣܟܠܒܝܫܢܘܪܐܗܢܐܒܝܫܐ܂ܡܛܠ,,ܒܗܝ̇,ܒܗܝ̇
ܕܐܝܬܗَܘܐܠܝܬܪܢܓܠܐܚܕ,,ܕܐܝܬܗَܘܐܠܝܬܪܢܓܠܐܚܕ,ܕܐܝܬܗَܘܐܠܝܬܪܢܓܠܐܚܕ
ܫܦܝܪܐ܂ܘܚܠܐ,,ܬܡܝܗ,ܬܡܝܗ
ܩܠܐ,,ܩܠܐ,ܩܠܐ
ܘܕܡܝܪܐ܆ܕܐܬܝܗܒ,,ܘܡܘܕܥ,ܘܡܘܕܥ
ܗ̄ܘ̣ܐܠܝ,,ܗ̄ܘ̣ܐܠܝ,ܗ̄ܘ̣ܐܠܝ
ܡ̣ܢܡܪܝܡܠܟܐ܆ܘܝܕܥܗ̄ܘ̣ܐܫܥ̈ܬܠܠܝܐ܂ܘܒܗܢܐܠܠܝܐ,,ܥܠ,ܥܠ
,,ܫܥ̈ܝ,ܫܥܝ̈
,,ܠܠܝܐ܁ܘܡܪܝܣܪܚܕܘܡܝܗ̄ܒܗܠܝܡܘܗܒܬܐ܂ܘܒܠܠܝܐܗܢܐ,ܠܠܝܐ܁ܘܡܪܝܣܪܚܕܘܡܝܗ̄ܒܗܠܝܡܘܗܒܬܐ܂ܘܒܠܠܝܐܗܢܐ
ܐܙܠ,,ܐܙܠ,ܐܙܠ
ܗܢܒܝܫܓܕܐ,,ܫܘܢܪܐ,ܫܘܢܪܐ
ܠܐܬܘܪ,,ܠܐܬܘܪ,ܠܐܬܘܪ
ܘܐܟܠ,,ܘܐܟܠܗ,ܘܐܟܠܗ
ܠܬܪܢܓܠܐ,,ܠܬܪܢܓܠܐ,ܠܬܪܢܓܠܐ
ܥܗܝܕܐܘܐܝܬܝܪܫܗܠܗܪܟܐ܂ܗܝܕܝܢܦܢܝܡܠܟܐ,,ܕܝܠܝ܂,ܕܝܠܝ܂
,,ܗ̇ܝܕܝܢ,ܗܝܕܝܢܐܡܪܠܝܦܪܥܘܢ
ܦܪܥܘܢ,,ܦܪܥܘܢ,
ܘܐܡܪܠܝ,,ܐܡ̣ܪܠܝ,
ܐܘܐܚܝܩܪ,,ܐܘܐܚܝܩܪ,ܐܘܐܚܝܩܪ
ܚܙܢܐܠܟܟܡܐܕܥܐܠܐܢ̄ܬܒܫܢܝܐܡܬܒܨܪܐܚܟܡܬܟ܂ܘܚܣܪܐܝܕܥܬܟ܂ܒܕܒܝܬܡܨܪܝܢܠܐܬܘܪܐܝܬܡܫܘܚܬܐܕܬܠܬܡܐܐܘܫܬܝܢܦܪ̈ܣܚܐܘܝܬܝܪ܂,,ܚܙܐܐ̄ܢܐܒܟܐܬܐܕܕܝܘܢܘܬܐܗܫܐ܂,ܚܙܐܐ̄ܢܐܒܟܐܬܐܕܕܝܘܢܘܬܐܗܫܐ܂
ܐܝܟܢܐܡܨܝܐ,,ܐܝܟܢܐܡܨܝܐ,ܐܝܟܢܐܡܨܝܐ
ܕܫܢܘܪܐ,,ܕܫܘܢܪܐ,ܕܫܘܢܪܐ
ܢܐܙܠ,,ܢܐܙܠ,ܢܐܙܠ
ܒܚܕܠܠܝܐܟܠܗܗܢܐܪܘܚܩܐ܂ܘܢܫܩܘܠܪܫܗܕܬܪܢܓܠܐܘܢܝܬܝܘܗܝܠܟܐ܂ܗܝܕܝܢܦܢܝܬܘܐܡܘܬܠܗܒܝܬܡܨܪܝܢܠܐܬܘܪܫܟܝܚܪܘܚܩܐܗܢܐܐܝܟܢܐܕܠܐܡܨܐܫܢܘܪܐܗܢܐܢܐܙܠܘܢܗܦܘܟ,,ܡ̣ܢܡܨܪܝܢܠܐܬܘܪ,ܡ̣ܢܡܨܪܝܢܠܐܬܘܪ
ܒܠܠܝܐܚܕ܂,,ܒܠܠܝܐܚܕ܂,ܒܠܠܝܐܚܕ܂
ܡܕܝܢܐܝܟܐܗ̄ܝ̣ܗܝܕܣܘܣܝܐ,,ܒܗܝ̇ܕܐܝܬ,ܒܗܝ̇ܕܐܝܬ
,,ܒܝܫܬܗܘܢ,ܒܝܢܬܗܘܢ
,,ܝܬܝܪ,ܝܬܝܪ
,,ܡ̣ܢ,ܡܢ
,,ܬܠܬܡܐܐܘܫܬܝܢ,ܬܠܬܡܐܐܘܫܬܝܢ
,,ܦܪ̈ܣܚܐ܁,ܦܪ̈ܣܚܐܡܪ̈ܒܥܐ
,,ܘܕܢܐܟ̣ܘܠܬܪܢܓܠܐܕܝܠܟܘܬܘܒܢܐܬܐܠܗܪܟܐ܂,ܘܕܢܐܟ̣ܘܠܬܪܢܓܠܐܕܝܠܟܘܬܘܒܢܐܬܐܠܗܪܟܐ܂
,,ܗ̇ܝܕܝܢ,ܗܝܕܝܢ
,,ܐܡܪܬܐܘܡܪܝܡܠܟܐ,ܐܡܪܬܐܘܡܪܝܡܠܟܐ
,,ܦܪܥܘܢ܂,ܦܪܥܘܢ܆
,,ܘܐܝܟܢܐ,ܘܐܝܟܢܐ
,,ܨܗܠ,ܨܗܠ
,,ܣܘܣܝܐ,ܣܘܣܝܐ
ܕܡܪܝ,,ܕܡܪܝ,ܕܡܪܝ
ܨܗܠ,,,
,,ܬܡܢ,ܬܡܢ܆
ܘܣܘܣܝܬ̈ܟܘܢܝܚ̈ܛܢ,,ܘܡܪ̈ܡܝܢ,ܘܡܪ̈ܡܝܢ
,,ܣܘܣܝ̈ܬܟܘܢ,ܣܘܣܝܬܟ̈ܘܢ
ܗܪܟܐ܂,,ܗܪܟܐ܂,ܗܪܟܐ܂
ܘܟܕ݂ܫܡ̣ܥܗܠܝܢܐܬܕܡܪܘܝܕܥܕܫܪܝܬܠܗܡܬܠܘ̈ܗܝܐܡܪܠܝܡܕܝܢ,,ܟܢ,ܟܢ
,,ܐܡ̣ܪ,ܐܡܪ
,,ܡܠܟܐܛܒܫܦܝܪܦܘܢܝܟ܂ܒܪܡ,ܡܠܟܐܛܒܫܦܝܪܦܘܢܝܟ܂ܒܪܡ
ܦܫܩ,,ܦܫܩ,ܦܫܩ
ܠܢܗܕܐܐܘܚܕ݂ܬܐܐܘܟܝܬ,,ܠܝܡܬܠܐ,ܠܝܡܬܠܐ
,,ܗܢܐ܂,ܗܢܐ܇
ܒܢܝܐ,,ܒܢܝܐ,ܒܢܝܐ
,,ܚܕ,ܚܕ
ܒܢܐ,,ܒܢܐ,ܒܢܐ
ܡܓܕܠܐܚܕ,,ܥܡܘܕܐܡܕܡ܂ܘܒܢܝܗܝ,ܥܡܘܕܐܡܕܡ܂ܘܒܢܝܗܝ
ܡ̣ܢܬܡܢܝܐ,,ܡ̣ܢܬܡܢܝܐ,ܡ̣ܢܬܡܢܝܐ
ܐܠܦܝ̈ܢܘܫܒܥܡܐ,,ܐܠܦܝ̈ܢܘܫܒܥܡܐܐ,ܐܠܦܝܢܘܫܒܥܡܐܐ
ܘܫܬܝܢ,,ܘܫܬܝܢ,ܘܫܬܝܢ
ܘܬܠܬܠܒ̣ܢ̈ܐ܂ܘܣܡܒܬܛܠܝܠܗܬܠܬܡܐܐܘܫܬܝܢܘܚܡܫܐܟܐܦ̈ܐ܂,,ܘܬܠܬܐܠܒܢܝ̈ܢ܂ܘܛܠܠܗܓܝܪܒܬܠܬܡܐܐܘܫܬܝܢܘܚܡܫܐܟܐܦܝ̈ܢ܂,ܘܬܠܬܐܠܒܢܝ̈ܢ܂ܘܛܠܠܗܓܝܪܒܬܠܬܡܐܐܘܫܬܝܢܘܚܡܫܐܟܐܦܝ̈ܢ܂
ܘܢܨܒ,,ܘܢܨܒ,ܘܢܨܒ
,,ܕܝܢ,ܕܝܢ
ܠܥܠܡܢܗܬܪܥܣܪ,,ܠܥܠܡܢܗܬܪܥܣܪ,ܠܥܠܡܢܗܬܪܥܣܪ
ܐܝܠܢܝ̈ܢܕܐܪܙܐ܂ܘܥܒܕ,,ܐܝ̈ܠܢܝ,ܐܝܠܢܝ̈
,,ܐܪ̈ܙܐ܂,ܐܪ̈ܙܐ܂
,,ܘܬܩ̇ܢ,ܘܬܩܢ
ܒܟܠܐܪܙܐ,,ܒܟܠܐܪܙܐ,ܒܟܠܐܪܙܐ
ܬܠܬܝ̈ܢܫܒܘ̈ܩܐ܂,,ܬܠܬܝܢܫܒܘܩ̈ܝܢ܂,ܬܠܬܝܢܫܒܘܩ̈ܝܢ܂
ܘܒܟܠܫܒܘܩܐ,,ܘܒܟܠܫܒܘܩܐ,ܘܒܟܠܫܒܘܩܐ
,,ܬܪܝܢ,ܬܪܝܢ
ܣܓܘ̈ܠܐ,,ܣܓܘ̈ܠܐ,ܣܓܘ̈ܠܐ
ܬܪܝܢ܂ܚܕܚܘܪܐܘܐ̄ܚܪܢܐ,,ܕܬܡܪ̈ܐ܁,ܕܬܡܪ̈ܐ
,,ܚܕܚܘܪܐ܂ܘܐܚܪܢܐ,ܚܕܚܘܪܐ܂ܘܐܚܪܢܐ
ܐܘܟܡܐ܂ܗܝܕܝܢ,,ܐܘܟܡܐ܂ܗܝܕܝܢ,ܐܘܟܡܐ܂ܗܝܕܝܢ
ܐܡܪܬܠܡܠܟܐܗܕܐܪܥܝܐܕܒܩܪܐܕܐܬܘܪܘܕܢܝܢܘܐ,,ܠܦܪܥܘܢܡܠܟܐܐܡܪܬ܂ܪ̈ܥܝܝܒܩܪ̈ܐܕܐܬܘܪ,ܠܦܪܥܘܢܡܠܟܐܐܡܪܬ܂ܪ̈ܥܝܝܒܩܪ̈ܐܕܐܬܘܪ
,,ܘܢܝ̈ܢܘܐ,ܘܢܝܢܘܐ
ܝܕܥܝܢ,,ܝܕܥܝܢ,ܝܕܥܝܢ
ܠܗ̇܂,,ܠܗ܁,ܠܗ܁
ܒܢܝܐ,,ܒܢܝܐ,ܒܢܝܐ
ܡܢ,,ܗܟܝܠ,ܗܟܝܠ
ܐܠܗܐܗ̄ܘܕܒܪܐ,,ܐܠܗܐܗ̄ܘܕܒܪܐ,ܐܠܗܐܗ̄ܘܕܒܪܐ
ܫܢ̄ܬܐ܆ܘܗ̄ܝܗܝܡܓܕܠܐ܂ܘܥܒܕܫܥ̈ܬܐܕܫܢ̄ܬܐ,,ܠܫܢ̄ܬܐ,ܠܫܢ̄ܬܐ
,,ܘܗ̣ܝ,ܘܗܝ
,,ܗ̄ܝ,ܗ̄ܝ
,,ܥܡܘܕܐ܂,ܥܡܘܕܐ
,,ܘܣܡܫܥܝ̈ܫܢ̄ܬܐ,ܘܣܡܫܥܝ̈ܫܢ̄ܬܐ
ܬܡܢܝܐ,,ܬܡܢܝܐ,ܬܡܢܝܐ
ܐܠܦܝ̈ܢ,,ܐܠܦܝܢ,ܐܠܦܝ̈ܢ
ܘܫܒܥܡܐܐ,,ܘܫܒܥܡܐܐ,ܘܫܒܥܡܐܐ
ܘܫܬܝܢܘܬܠܬ,,ܘܫܬܝܢܘܬܠܬ,ܘܫܬܝܢܘܬܠܬ
ܫܥ̈ܬܐ܂ܘܥܒܕܝܘ̈ܡܬܐܕܫܢ̄ܬܐ,,ܫܥ̈ܝܢ܂ܘܬܩܢ,ܫܥ̈ܝܢ܂ܘܬܩܢ
,,ܝܘ̈ܡܝܢ܂,ܝܘܡܝ̈
,,ܫܢ̄ܬܐ,ܫܢ̄ܬܐ
ܬܠܬܡܐܐ,,ܬܠܬܡܐܐ,ܬܠܬܡܐܐ
ܘܫܬܝܢܘܚܡܫܐܝܘܡܝ̈ܢ܂ܘܗܠܝܢܫܒܘ̈ܩܐܬܪܥܣܪ܂ܝܪ̈ܚܐ,,ܘܫܬܝܢܘܚܡܫܐܝܘܡ̈ܝܢ܂ܘܬܪܥܣܪ,ܘܫܬܝܢܘܚܡܫܐܝܘܡ̈ܝܢ܂ܘܬܪܥܣܪ
,,ܐܪ̈ܙܝܢ܂,ܐܪ̈ܙܝܢ܇
ܬܪܥܣܪ,,ܬܪܥܣܪ,ܬܪܥܣܪ
ܐܢܘܢ܂,,ܝܪ̈ܚܝܫܢ̄ܬܐ܂,ܝܪ̈ܚܝܫܢ̄ܬܐ܂
ܘܟܠ,,ܘܟܠ,ܘܟܠ
ܚܕܥܒܕܒܗܬܠܬܝ̈ܢܫܒ̈ܘܩܐܕܐܪܙܐܝܘ̈ܡܬܐܕܝܕܚܐܐܢܘܢ܂,,ܐܪܙܐܬܠܬܝܢܫܒܘܩܝ̈ܢ܂ܟܐܡܬܬܠܬܝܢ,ܐܪܙܐܬܠܬܝܢܫܒܘܩܝ̈ܢ܂ܟܐܡܬܬܠܬܝܢ
,,ܝܘ̈ܡܝܢ܂,ܝܘܡܝ̈ܢ܂
ܘܟܠܫܒܘܩܐ,,ܘܟܠܫܒܘܩܐ,ܘܟܠܫܒܘܩܐ
ܣܓܘ̈ܠܐܬܪܝܢ,,ܐܝܬܒܗܬܪܝܢ,ܐܝܬܒܗܬܪܝܢ
,,ܣܓ̈ܘܠܝܢ܂,ܣܓܘܠܝܢ̈܂
ܚܕܚܘܪܐ,,ܚܕܚܘܪܐ,ܚܕܚܘܪܐ
ܘܐ̄ܚܪܢܐܐܘܟܡܐ,,ܘܐܚܪܢܐ,ܘܑ̄ܚܪܢܐ
,,ܐܘܟܡܐ܂ܗܢܘܢ,ܐܘܟܡܐ܂ܗܢܘܢ
ܐܝܡܡܐ,,ܐܝܡܡܐ,ܐܝܡܡܐ
ܠܠܝܐܐܢܘܢ܂ܗܝܕܝܢܐܡܪ,,ܘܠܠܝܐ܂ܬܘܒ,ܘܠܠܝܐ܂ܬܘܒ
,,ܕܝܢ,
,,,ܐܡܪܦܪܥܘܢܐܘܐܚܝܩܪ
ܠܝ,,,
,,ܐܡܪܦܪܥܘܢܐܘܐܚܝܩܪ,
ܦܪܥܘܢܐܘ̇ܐܚܝܩܪܥܒܕܠܝܛܘܢ̈ܒܐܡ̣ܢܚܠܐܕܢܗܪܐ܂ܗܝܕܝܢܐܡܪܬܠܡܠܟܐ,,,ܟܪܘܟܠܝ
,,ܟܪܘܟ,
ܦܩܘܕ,,,
,,ܠܝ,
ܗܟܝܠܕܢܝܬܘܢܠܝܛܘܢ̈ܒܐܡܢ,,,
,,ܬܪܝܢ,ܬܪܝܢ
,,ܚܒ̈ܠܝܢܡ̣ܢ,ܚܒܠܝ̈ܢܡܢ
,,ܚܠܐܕܝܡܐ܂ܐܡܪܬܠܗܓܝܪܐܘܡܪܝ,ܚܠܐܕܝܡܐ܂ܐܡܪܬܠܗܓܝܪܐܘܡܪܝ
,,ܦܩܘܕ,ܦܩܘܕ
,,ܕܢܦܩܘܢܠܝܡ̣ܢ,ܕܢܦܩܘܢܠܝܡ̣ܢ
ܒܝܬ,,ܒܝܬ,ܒܝܬ
ܓܙܟܕܐܚܙܐܐܢܝܢܘܐܥܒܕܐܟܘܬܗܝܢ܂ܐܡ̣ܪ,,ܩܦܣ̈ܐܚܒܠܐ,ܩܦܣ̈ܐܚܒܠܐ
,,ܚܕ܂,ܚܕ܇
,,ܕܐܥܒ̇ܕܐܟܘܬܗ܂ܐܡܪܠܝ,ܕܐܥܒ̇ܕܐܟܘܬܗ܂ܐܡܪܠܝ
ܡܠܟܐ,,ܡܠܟܐ,ܡܠܟܐ
ܫܦܝܪܐܡܪܬ܂ܐܢܗܘ̤ܕܠܐܬܥܒܕܛܘܢ̈ܒܐܕܐܡܪܬܫܩ̈ܠܐ,,ܐܘܐܚܝܩܪܐܢܚܒܠܐܠܐܥܒܕ,ܐܘܐܚܝܩܪܐܢܚܒܠܐܠܐܥܒܕ
,,ܐܢ̄ܬ,ܐ̄ܢ̄ܬ
,,ܠܝܫܩܠܐ,ܠܝܫܩܠܐ
ܕܡܨܪܝܢܠܐ,,ܕܡܨܪܝܢܠܐ,ܕܡܨܪܝܢܠܐ
ܡܬܝܗܒܝܢ,,ܝܗܒܐ̄ܢܐ,ܝܗܒܐ̄ܢܐ
ܠܟ܂,,ܠܟ܂,ܠܟ܂
ܘܟܕܐܡ̣ܪܗܕܐܢܦܩܬܠܒܪܘܚܙܝܬܐܣܬܐܕܒܝܬܐܡܕܡܘܢܩܒܬ݂ܐܣܬܐܗܝܢܘܩ̈ܒܐܘܐܥܠܬ,,ܗ̇ܝܕܝܢܐܙܠܬ,ܗܝܕܝܢܐܙܠ̄ܬ
,,ܠܒܣܬܪܗܕܒܝܬܐ܂ܘܢܩܒܬ̣ܒܐܣܬܐܬܪܝܢܢܩܒ̈ܝܢ܂ܘܥܠܬ,ܠܒܣܬܪܗܕܒܝܬܐ܂ܘܢܩܒܬ̣ܒܐܣܬܐܬܪܝܢܢܩܒ̈ܝܢ܂ܘܥܠܬ
ܫܡܫܐ,,ܫܡܫܐ,ܫܡܫܐ
ܒܗܢܘܢܢܘܩ̈ܒܐܘܡܠܝܬܚܘܦܢܝ̈ܡ̣ܢܚܠܐܘܕܪܝܬܥܠܢܘܩ̈ܒܐܘܫܪܝܘܦܬܠܝܢܛܘܢ̈ܒܐܕܒܥܐ,,ܒܢܩ̈ܒܐ܂,ܒܢܩ̈ܒܐ
,,ܘܒܕܪܬܡ̣ܢܚܠܐܕܝܡܐܒܢܩ̈ܒܐ܂ܘܫܪܝܟܪܟܐܝܟ,ܘܒܕܪܬܡ̣ܢܚܠܐܕܝܡܐܒܢܩ̈ܒܐ܂ܘܫܪܝܟܪܟܐܝܟ
,,ܚܒܠܐ܂,ܚܒܠܐ܇
ܐܡܪܬܠܡܠܟܐ,,ܐܡܪܬܠܡܠܟܐ,ܐܡܪܬܠܡܠܟܐ
ܦܩܘܕ,,ܦܩܕ,ܦܩܕ
ܠܥܒܕܝ̈ܟ,,ܠܥܒܕܝ̈ܟ,ܠܥܒܕܝ̈ܟ
ܕܢܟܢܫܘܢܛܘܢ̈ܒܐܘܟܡܐܕܒܥܐܐܢ̄ܬܐܥܒܕ܂ܐܬܕܡܪܣܓܝܘܐܡܪ,,ܕܢܣܒܘܢܚܒ̈ܠܐ܂,ܕܢܣܒܘܢܚܒ̈ܠܐ܂
,,ܘܟܢ,ܟܢ
,,ܐܡܪܦܪܥܘܢܡܠܟܐ,ܐܡܪܦܪܥܘܢܡܠܟܐ
ܐܘܐܚܝܩܪ,,ܐܘܐܚܝܩܪ,ܐܘܐܚܝܩܪ
,,ܗܐ,ܗܐ
ܐܝܬܠܢ,,ܐܝܬܠܢ,ܐܝܬܠܢ
ܬܒܪܐ,,ܟܐܦܐܚܕ݂ܐ,ܟܐܦܐܚܕ݂ܐ
ܕܪܚܝܐ,,ܕܪܚܝܐ,ܕܪܚܝܐ
ܘܐܝܬܘܗܝܕܬܗܪܐܒܥܢܐܡܢܟܕܬܚܘܛܝܘܗܝ,,ܗܐܕܣܓܝܬܡܝܗ,ܗܐܕܣܓܝܬܡܝܗ
,,ܣܘܥܪܢܐ܂,ܣܘܥܪܢܐ܇
,,ܘܚܕܐܡܢܗܝܢ,ܘܚܕܐܡܢܗܝܢ
,,ܬܒܝܪܐ܂ܨܒܢܐ,ܬܒܝܪܐ܆ܨܒܐ̄ܢܐ
,,ܕܬܚܘܛܝܗ̇,ܕܬܚܘܛܝܗ̇
ܠܢ܂,,ܠܢ܂,ܠܢ܂
ܘܦܩܕܘܐܝܬܝܘܗܝܩܕܡܝ܂ܐܡܪܬܠܗܫܦܝܪܐܢܐܐܚܘܛܝܘܗܝܘܢܣܒܬܬܒܪܐܐ̄ܚܪܢܐܘܐܝܬܝܬܗ,,ܘܣܡܘܗ̇ܩܕܡܝ,ܘܣܡܘܗ̇ܩܕܡܝ
,,ܥܒܕ̈ܝ,ܥܒܕܝ̈
,,ܦܪܥܘܢ܂,ܦܪܥܘܢ܂
,,ܗ̇ܝܕܝܢ,ܗܝܕܝܢ
,,ܚܙܝܬܟܐܦܐܐܚܪܬܐܕܙܥܘܪܡܢܗ,ܚܙܝܬܟܐܦܐܐܚܪܬܐܕܙܥܘܪܡܢܗ
,,ܘܬܒܝܪܐ܁,ܘܬܒܝܪܐ܂
,,ܘܫܩܠܬܗ̇ܘܣܡܬܗ̇,ܘܫܩܠܬܗ̇ܘܣܡܬܗ̇
ܩܕܡ,,ܩܕܡ,ܩܕܡ
ܡܠܟܐ,,ܦܪܥܘܢ,ܦܪܥܘܢ
ܘܐܡܪܬ,,ܘܐܡܪܬ,ܘܐܡܪܬ
ܠܗ,,ܠܗ܂,ܠܗ܇
ܬܗܘܐܝܕܥܐܘܡܪܝ,,ܬܗܘܐܝܕܥܐܘܡܪܝ,ܬܗܘܐܝܕܥܐܘܡܪܝ
ܡܠܟܐ܂ܕܐܢܐܠܗܪܟܐܓܒܪܐ,,ܡܠܟܐܕܓܒܪܐ,ܡܠܟܐܕܓܒܪܐ
ܐ̄ܢܐ,,ܐ̄ܢܐ,ܐ̄ܢܐ
ܐܟܣܢܝܐ܂,,ܗܪܟܐܢܘܟܪܝܐ,ܗܪܟܐܢܘܟܪܝܐ
,,ܗܫܐ܂,ܗܫܐ܇
ܘܠܐܐܝܬܝܬܥܡܝܐܘܪܓܢܘܢ,,ܘܠܐܐܝܬܝܬܥܡܝܐܘܪܓܢܘܢ,ܘܠܐܐܝܬܝܬܥܡܝܐܘܪܓܢܘܢ
ܕܐܫܟܦܘܬܐ܂,,ܕܐܫܟ̈ܦܐ܂,ܕܐܫܟܦ̈ܐ܂
ܦܩܘܕܠܪ̈ܚܡܝܟ,,ܦܩܘܕܠܪ̈ܚܡܝܟ,ܦܩܘܕܠܪ̈ܚܡܝܟ
ܐܫܟܦ̈ܐ,,ܐܫܟ̈ܦܐܕܒ̣ܡܕܝܢ̄ܬܟ܂,ܐܫܟܦ̈ܐ
ܕܐܝܬܝܗܘ̇ܢܒܡܕܝܢܬܡܠܟܘܬܟܘܢܥܒܕܘܢ,,,ܕܒܡܕܝܢ̄ܬܟ܇
,,ܘܢܩܕܘܢ,ܘܢܩܕܘܢ
ܠܝ,,ܠܝ,ܠܝ
ܣܝܪܐܡ̣ܢܬܒܪܐܘܐܢܐܚܐܛܐ̄ܢܐܠܟܪܚܝܐܗܕܐ܂ܗܝܕܝܢܓܚܟܡܠܟܐܘܟܠܗܘܢܕܝܢܚܐܪ̈ܘܗܝܘܐܡܪܘܢܗܘܐܫܡܐܕܐܠܗ̈ܐܡܒܪܟܕܝܗ̄ܒܘܠܐܚܝܩܪܕܐܝܟܗܕܐ,,ܡ̣ܢܟܐܦܐܗܕܐܩܕܐܕܐܚܘܛܝܗ̇,ܡ̣ܢܟܐܦܐܗܕܐܩܕܐܕܐܚܘܛܝܗ̇
,,,ܠܟܘܢ
,,ܒܥܓܠ܂ܗܝܕܝܢܦܪܥܘܢܘܪܘܪ̈ܒܢܘܗܝܐܬܕܡܪܘܒܐܚܝܩܪܚܟܝܡܐܘܫܒܚܘܗܝ,ܒܥܓܠ܂ܗܝܕܝܢܦܪܥܘܢܘܪܘܪ̈ܒܢܘܗܝܐܬܕܡܪܘܒܐܚܝܩܪܚܟܝܡܐܘܫܒܚܘܗܝ
,,ܘܐܡܪܘ܂,ܘܐܡܪ
,,ܒܪܝܟܘܡܪܝܐܕܝܗ̄ܒܠܟܗܟܢ,ܒܪܝܟܘܡܪܝܐܕܝܗ̄ܒܠܟܗܟܢ
ܚܟܡܬܐ,,ܚܟܡ̱ܬܐ,ܚܟܡܬܐ
ܘܝܕܥܬܐܘܛܒܘܬܪܥܝܢܐ܀ܡܦܩܬܐ,,ܘܡܠܝܛܘܬܐܐܘ,ܘܡܠܝܛܘܬܐܐܘ
,,ܐܚܝܩܪ܀,ܐܚܝܩܪ܀܀܀
,,ܡܦܩܬܗ,ܡܦܩܬܗ
ܕܐܚܝܩܪ,,ܕܐܚܝܩܪ,ܕܐܚܝܩܪ
ܡܢܐܘܚܕܢܐܕܡܨܪܝܢ,,ܡ̣ܢܡܨܪܝܢ,ܡ̣ܢܡܨܪܝܢ
ܘܗܦܘܟܝܗ,,ܘܗܦܘܟܝܗ,ܘܗܦܘܟܝܗ
ܠܘܬܣܢܚܪܝܒܡܠܟܐ܀܀ܕܐܬܘܪܘܢܝܢܘܐ܀܀ܘܟܕܚܙ̣ܘܡܠܟܐܘܪܘܪ̈ܒ̣ܢܘܗܝ,,ܕܠܘܬܣܪܚܕܘܡܡܠܟܐܕܐܬܘܪܘܢܝܢܘܐ܀܀ܟܕܚܙܐܕܝܢܦܪܥܘܢܘܪܘܪ̈ܒܢܘܗܝ,ܕܠܘܬܣܪܚܕܘܡܡܠܟܐܕܐܬܘܪܘܢܝܢܘܐ܀܀ܟܕܚܙܐܕܝܢܦܪܥܘܢܘܪܘܪ̈ܒܢܘܗܝ
ܕܐܙܕܟܝܘ,,ܕܐܙܕܟܝܘ,ܕܐܙܕܟܝܗܡܢ
ܘܐܢܐܫܪܝܬܠܗܘܢܟܠܡܬܠܘ̈ܗܝܕܡܠܟܐܥܡܐܘܚ̈ܕܬܗ܂,,ܡ̣ܢ,
,,ܐܚܝܩܪܣܦܪܐ܂ܘܦܫܩ,ܐܚܝܩܪܣܦܪܐ܂ܘܦܫܩ
,,ܘܫ̇ܪܐ,ܘܫܪܐ
,,ܠܟܠܗܘܢ,ܠܟܠܗܘܢ
,,ܡܬܠܝ̈ܗܘܢ,ܡܬܠܝܗ̈ܘܢ
,,ܘܣܥܝܝ̈ܗܘܢ܂,ܘܣܥܝܝ̈ܗܘܢ܂
ܘܠܐ,,ܘܠܐ,ܘܠܐ
ܦܫ,,ܦܫܘ,ܦܫܘ
ܠܗܘܢ,,ܠܗܘܢ,ܠܗܘܢ
,,ܥܠܘܗܝ,ܥܠܘܗܝ
ܥܠܬܐ,,ܥܠܬܐ,ܥܠܬܐ
ܡܕܡܥܠܝ܂ܗܝܕܝܢܐܬܝܗܒܠܝܟܣܦܐܘܫܩ̈ܠܐܕܡܨܪܝܢ,,ܡܕܡ܂,ܡܕܡ܂
,,ܗ̇ܝܕܝܢ,ܗܝܕܝܢ
,,ܦܪܥܘܢܐܓܙܪܠܗܩܢܝܢܐܘܡܕܐܬܐ,ܦܪܥܘܢܐܓܙܪܠܗܩܢܝܢܐܘܡܕܐܬܐ
ܕܬܠܬ,,ܕܬܠܬ,ܕܬܠܬ
