430,syr_422,syr_434,syr_611,syr_612
,ܡܘܗ̈ܒܬܐ,,ܡܘܗ̈ܒܬܐ,ܡܘܗ̈ܒܬܐ
,ܣܓܝܐܬܐܣܘܓܬܐܓܝܪܘܠܝܘܡܐܕܒܬܪܗܘܠܝܘܠܐܢ̄ܬܬܝܘܠܐܣܦܘܩ܆ܐܘܬܒܗܒܕܪܓܐܡܥܠܝܘܐܣܪܚ,,ܣܓܝܐܬ̈ܐ܂ܘܠܐܣܦܘܩܠܛܪܐܝܒܘܣܡܝܟ,ܣܓܝܐ̈ܬ̈ܐ܂ܘܠܐܣܦܘܩܠܛܪܐܠܝܒܘܣ܇ܠܝܒܘܣܡܝܟ܇
ܘܝܗ̄ܒܠܗ,ܘܝܗ̄ܒܠܗ,,ܐܪܝܡܫܕܬܗܠܕܪܓܐܕܡܥܠܝ܂ܘܐܘܪܒܗܛܒܣܓܝ܂ܠܒܬܪܗܕܝܘܡܐܗܘ,ܐܪܝܡܫܕܬܗܠܕܪܓܐܕܡܥܠܝ܂ܘܐܘܪܒܗܛܒܣܓܝ܂ܠܒܬܪܗܕܝܘܡܐܗܘ
ܡܘܗ̈ܒܬܐ܂ܘܠܒܬܪܗܕܝܘܡܐ,ܡܘܗܒ̈ܬܐܣܓ̈ܝ̈ܐܬܐܘܠܝܘܡܐܕܒܬܪܗܐܢܐܐܚܝܩܪܡܚܝܠܐ,,,
ܟܬܒܬ,ܟܬܒܬ,,ܟܬܒܬ,ܟܬܒܬ
ܐܢܐܐܚܝܩܪ,ܠܘܬܝܒܪܬܙܘܓܝܐܓܪܬ݁ܐ,,ܐܢܐܐܚܝܩܪ,ܐܢܐܐܚܝܩܪ
,,,ܐܓܪܬܐܠܐܫܦܓܢܐܒܪܬ,ܐܓܪܬܐܠܐܫܦܓܢܐܒܪܬ
,ܘܐܡܪܬܠܗ̇,,,
,ܟܕܬܡܛܐܠܟܝ,,ܙܘܓܝ܂,ܙܘܓܝ܆
,,,ܘܐܡܪܬܠܗ̇,ܘܐܡܪܬܠܗ̇
ܐܓܪܬܐ,ܐܓܪܬܐ,,,
ܠܐܢ̄ܬܬܝܘܐܡܪܬܠܗܒܫܥܬܐܕܡܛܝܐܐܓܪܬܐܠܐܝܕܝ̈ܟܝ,ܗܕܐܥܠܝܟܝ,,ܗܟܢܐ܂ܒܡܘܢܥ,ܗܟܢܐ܆ܒܡܘܢܥ܂
ܦܩܘܕܝܠܨܝܕ̈ܐ,ܦܩܘܕܝܠܨܝܕ̈ܐ,,ܐܓܪܬܝܗܕܐ܂ܦܩܕܝܨܝ̈ܕܐ,ܐܓܪܬܝܗܕܐ܂ܦܩܕܝܨܝ̈ܕܐ
ܕܢܨܘܕܘܢ,ܕܢܨܘܕܘܢ,,ܕܢܨܘܕܘܢ,ܕܢܨܘܕܘܢ
,,,ܠܢ,ܠܢ
ܬܪܝܢ,ܬܪܝܢ,,ܬܪܝܢ,ܬܪܝܢ
ܦܪ̈ܘܓܐ,ܦܪ̈ܘܓܝܢܫܪܐ܂,,ܦܪ̈ܘܓܐ,ܦܪ̈ܘܓܐ
ܕܢܫܪ̈ܐ܂,,,ܕܢܫܪܐ܂,ܕܢܫܪܐ܂
ܘܐܡܪܝ,ܘܐܡܪܝ,,ܘܛܝܒܝ,ܘܛܝܒ
ܠܐܝܠܝܢܕܥܒܕܝܢܟܬܢ̈ܐܕܢܥܒܕܘܢܬܪܝܢܚܘ̈ܛܐܕܟܬܢܐܐܘܪܟܐܕܝܠܗܘ̇ܢܐܠܦܐܡ̈ܝܢ܂,ܠܦܠܚ̈ܐܕܟܬܢܐܐܘܕܩܢܦܐܕܢܐܪܟܘܢܠܢܛܘܢܒ̈ܐܕܟܬܢܐܘܢܗܘܐܐܘܪܟܗܘܢ,,ܠܟܝ,ܠܟܝ
,,,ܛܘܢ̈ܒܝ,ܛܘܢܒܝ̈
,ܬܪܝܢ,,,
,ܐܠܦܝ̈ܢ,,ܩܢܦܐ܂ܐܝܟܢܐܕܢܗܘܘܢܐܪ̈ܝܟܐ,ܩܢܦܐ܂ܐܝܟܢܐܕܢܗܘܘܢܐܪ̈ܝܟܐ
,,,ܬܪܝܢ,ܬܪܝܢ
,ܐܡܝ̈ܢ܂,,,
,ܘܐܡܪܝܠܢܓܪ̈ܝܩܝܣ̈ܐܕܢܬܩܢܘܢܠܢ,,ܐܠܦܝܢ,ܐܠܦܝܢ
,,,ܐܡܝ̈ܢ܂,
,,,,ܐܡܝܢ܂
ܘܦܩܘܕܝܠܢܓܪ̈ܐܕܢܥܒܕܘܢ,,,ܘܦܩܘܕܝܠܢܓܪ̈ܐܕܢܥܒܕܘܢ,ܘܦܩܘܕܝܠܢܓܪ̈ܐܕܢܥܒܕܘܢ
ܓܠܘܣܩ̈ܡܐ,ܓܠܘܣܩ̈ܡܐ,,ܬܪܝܢܓܠܘܣܩܡ̈ܐ,ܬܪܝܢܓܠܘܣܩܡ̈ܐ
ܬܪܝܢ܂,ܕܪܘܪ̈ܒܝܢ܂,,ܪܘܪ̈ܒܐ܁,ܪܘܪ̈ܒܐ܂
ܘܗܒܝܢܒܘܠܚܠ,ܘܗܒܝܢܒܘܠܚܠ,,ܘܗܒܝܢܒܘܠܚܠ,ܘܗܒܝܢܒܘܠܚܠ
ܘܛܒܫܠܝܡܠܡܝܢܩܢ̈ܝܬܐ,ܘܛܦܫܠܝܡ,,ܘܕܫܠܝܡ,ܘܕܫܠܝܡ
,,,*,
,ܠܢܫ̈ܐ,,ܠܢܫ̈ܐ,ܠܢܫ̈ܐ
,ܡܝܢܩܢ̈ܝܬܐ,,ܡܝܢܩ̈ܢܝܬܐ܂ܕܢܝ̈ܢܩܢ,ܡܝܢܩܢ̈ܝܬܐ܂
ܕܢܝܢ̈ܩܢ,ܕܢܝܢ̈ܩܢ,,,ܕܢܝܢ̈ܩܢ
ܐܢܘܢ܂,ܐܢܘܢ܂,,ܐܢܘܢ܂,ܐܢܘܢ܂
ܘܟܠ,ܘܬܟܘܣܝܟܠ,,ܘܟܠܝܘܡ,ܘܟܠܝܘܡ
ܝܘܡ,ܝܘܡ,,,
ܟܘܣܝ,,,,
ܚܕ,,,,
ܐܡܪܐ,ܐܡܪܐ,,ܐܡܪܐ,ܐܡܪܐ
,ܚܕ,,ܚܕ,ܚܕ
ܘܐܘܟܠܝܠܦܪ̈ܘܓܐܕܢܪܒܘܢ܂ܘܐܪܟܒܝ,,,,
,,,ܐܘܟܠܝ,ܐܘܟܠܝ
,ܠܢܫܪ̈ܐ,,ܠܢܫܪ̈ܐ,ܠܢܫܪ̈ܐ
,ܕܢܐܪܒܘܢ܂,,ܕܢܬܪܒܘܢ܂,ܕܢܬܪܒܘܢ܂
,ܘܟܠܝܘܡ,,ܘܟܠܝܘܡ,ܘܟܠܝܘܡ
,ܬܪܟܒܝܢ,,ܬܪܟܒܝ,ܬܪܟܒܝ
,ܛ̈ܠܝܐ,,ܛ̈ܠܝܐ,ܛܠܝ̈ܐ
ܥܠ,ܥܠ,,ܥܠܚܨ̈ܝ,ܥܠܚܨ̈ܝ
ܚܨܝ̈ܗܘܢܠܛܠܝ̈ܐ,ܚܨܝ̈,,,
,ܢܫܪ̈ܐ,,ܢܫܪ̈ܐ,ܢܫܪ̈ܐ
ܟܡܐ,ܟܡܐ,,ܟܡܐ,ܟܡܐ
ܕܐܝܬܝܗܘܢ,ܕܙܥܘܪܝܢ,,ܕܙܥܘܪ̈ܝܢ,ܕܙܥܘܪܝܢ
ܕܠܐ,ܕܠܐ,,ܕܠܐ,ܕܠܐ
ܝܘܩܪܐ܂ܘܩܛܘܪܝ,ܟܘܬܪܐ܂ܘܩܛܘܪܛܘܢܒܐ,,ܝܘܩܪܐ܂ܘܩܛܘܪܝ,ܝܘܩܪܐ܂ܘܩܛܘܪܝ
ܠܚܘ̈ܛܐܒܪ̈ܓܠܐܕܢܫܪ̈ܐ,,,ܛܘܢܒ̈ܐ,ܛܘܢ̈ܒܐ
,ܒܪ̈ܓܠܝ,,ܒܪ̈ܓܠܝ,ܒܪ̈ܓܠܝ
,ܢܫܪܐ,,,
ܘܐܦܪܚ,ܘܐܦܪܚ,,,
ܐܢܘܢ,ܢܫܪ̈ܐ,,ܢܫܪ̈ܐ,ܢܫܪ̈ܐ
ܒܐܐܪ܂,ܒܐܐܪ,,ܒܐܐܪ܂,ܒܐܐܪ܆
ܘܛܠܝ̈ܐ,ܘܛ̈ܠܝܐ,,ܘܛ̈ܠܝܐ,ܘܛܠܝ̈ܐ
ܥܠ,ܥܠ,,ܢܪܟܒܘܢܥܠܚܨܗܘܢܟܕ,ܢܪܟܒܘܢܥܠܚܨܗܘܢܟܕ
,ܝܨ,,ܙܥܘܪ̈ܝܢ,ܙܥܘܪܝܢ
ܚܨܝ̈ܗܘܢ,ܚܨܝ̈ܗܘܢ,,ܐܝܟܢܐ,ܐܝܟܢܐ
ܪܟܝܒܝܢ܂ܩܠܝܠܙܒܢܐܕܢܐܠܦܘܢܠܛܥܘܢܬܗܘ̇ܢ܂ܘܟܕܡܬܥܠܝܢܒܐܐܪ,ܪܟܝܒܝܢܙܥܘܪܐܝܬ,,,
,ܕܢܬܥܝܕܘܢ,,ܕܢܬܥܝܕܘܢ,ܕܢܬܥܝܕܘܢ
ܐܠܦܝ,,,,
ܛܠܝ̈ܐ,ܒܛܥܘܢܘܬܗܘܢ܂ܘܟܕܣܠܩܝܢܕܝܢܠܡܦܪ̈ܚܐܠܦܠܛ̈ܠܝܐ,,ܒܛܥܘܢܬܗܘܢ܂ܘܟܕܢܦܪܚܘܢ܂,ܒܛܥܘܢܬܗܘܢ܇ܘܟܕܢܦܪܚܘܢ܇ܐܠܦܛܠܝܐ̈
,,,ܐܠܦܝ,
ܕܢܩܥܘܢ,ܕܢܩܥܘܢ,,,
ܘܢܐܡܪܘܢ,ܘܢܐܡܪܘܢ,,ܛܠ̈ܝܐ,
,,,ܕܢܩܥܘܢ,ܕܢܩܥܘܢ
ܥܡܦܪ̈ܚܗܘܢ,,,,
ܟܕ,ܟܕ,,ܥܠܚܨܝ̈ܢܫܪ̈ܐܡܐܕܣܠܩܝܢܒܐܐܪܗܟܢܐ܂ܡܢܥܘ,ܥܠܚܨܝ̈ܢܫܪ̈ܐܡܐܕܣܠܩܝܢܒܐܐܪܗܟܢܐ܂ܡܢܥܘ
ܐܝܬܝܗܘܢ,ܦܪܚܝܢܘܗܢܘܢ,,,
ܥܠ,ܥܠ,,,
ܚܨ̈ܐܕܢܫܪܐܐܡܛܘܠܢܟܠܫܐ,ܚܨܝ̈ܢܫܪ̈ܐܘܡܢܥ,,,
,ܠܢܟܠܫܐܘܓܨܐ,,ܠܢܟܠܫܐܘܓܨܐ,ܠܢܟܠܫܐܘܓܨܐ
ܘܛܝܢܐ,ܘܛܝܢܐ,,ܘܟ̈ܐܦܐ܂,ܘܟܐܦ̈ܐ܂ܕܒܢܝܐ̈
ܘܠܒܢ̈ܐ,ܘܠܒܬܐ,,,
ܘܟܐ̈ܦܐ,ܘܟܐ̈ܦܐ,,,
ܡܛܠܕܐܪܕ̈ܟܠܐ,ܕܒܢ̈ܝܐ,,ܕܒܢ̈ܝܐ,
ܘܦܥ̈ܠܐ,ܘܦܥ̈ܠܐ܂ܒܛܝܠܝܢ,,ܘܦܥ̈ܠܐ,ܘܦܥ̈ܠܐ
ܒܛܝܠܝܢܒܪܨܒܝܢܕܢܒܢܘܢܒܝܪܬܐܒܫܡܝܐܠܦܪܥܘܢܡܠܟܐ܂ܘܟܕܢܫ̈ܠܡܢܡܠ̈ܐܗܠܝܢ,,,ܒܛܠܝܢ܂,ܒܛܠܝܢ܂
,ܘܨܒܝܢ,,ܘܨܒܝܢ,ܘܨܒܝܢ
,,,ܓܝܪ,ܓܝܪ
,ܠܡܒܢܐܒܝܪܬܐ,,ܠܡܒܢܐܒܝܪܬܐ,ܠܡܒܢܐܒܝܪܬܐ
,ܒܫܡܝܐ܂ܘܓܕܝ,,ܒܐܐܪ܂,ܒܐܐܪ܂
,,,ܒܬܪܟܢܕܝܢܓܕܝ̈,ܒܬܪܟܢܕܝܢ
ܓܕܝ,,,,ܓܕܝ
ܘܐܝܬܝܐܢܘܢܠܒܝܬܐܥܕܡܐܕܐܬܐ܂ܘܐܢ̄ܬܬܝ,,,ܠܦܪ̈ܘܓܐ,ܠܦܪ̈ܘܓܐ
,ܘܐܚܬܝ,,ܘܐܚܬ,ܘܐܚܬܝ
,ܠܛܝܪ̈ܐܠܘܬܟܝܥܕܡܐܕܐܬܐܐ̄ܢܐ܂ܘܐܫܦܓܢܐܓܝܪܒܪܬܝܙܘܓܝܐܢ̄ܬ݁ܬܐܗ̄ܘ̣ܬ,,ܐܢܘܢܠܐܪܥܐܘܐܥܠܐܢܘܢܒܓܘ,ܐܢܘܢܠܐܪܥܐܘܐܥܠܐܢܘܢܒܓܘ
,,,ܓܠܘܣܩܡ̈ܐ܂ܘܫܕܪܝ,ܓܠܘܣܩܡܐ܁ܘܫܕܪ
,,,ܠܝܦܬܓܡܐܕܐܕܥܒܓܘܫܘܡܠܝܨܒܘܬܐܗܕܐ܂ܘܐܦ,ܠܝܦܬܓܡܐܕܐܕܥܒܓܘܫܘܡܠܝܨܒܘܬܐܗܕܐ܂ܘܐܦ
ܐܫܦܓܢܐ,,,ܐܫܦܓܢܐ,ܐܫܦܓܢܐ
ܐܢ̄ܬܬܐܗ̄ܘܬ,,,ܐܢ̄ܬܬܝܣܓܝ,ܐܢ̄ܬܬܝܣܓܝ
ܚܟܝܡܬܐ,ܚܟܝܡܬܐ,,ܚܟܝܡܬܐ,ܚܟܝܡܬܐ
ܘܗܘܢܢܝܬܐܘܟܠܕܦܩܕܬܐܥܒܕܬ܂ܘܒܬܪܩܠܝܠܝܘ̈ܡܬܐ,ܘܡܗܝܪܬܐ,,ܐܝܬܝܗܗ̄ܘܬ܂,ܐܝܬܝܗܗ̄ܘܬ܂
,ܘܟܠܡܐ,,ܘܟܠܡܐ,ܘܟܠܡܐ
,ܕܦܩܕܬܥܒܕܬܗ܂,,ܕܦܩܕܬܗܥܒܕܬܗܘܐܘܕܥܬܠܝ܂,ܕܦܩܕܬܗܥܒܕܬܗܘܐܘܕܥܬܠܝ܂
,ܒܬܪܩܠܝܠ,,ܒܬܪܩܠܝܠ,ܒܬܪܩܠܝܠ
,ܝܘܡ̈ܝܢ,,ܝܘܡܝ̈ܢ,ܝܘܡܝ̈ܢ
,ܐܢܐܐܚܝܩܪ,,ܐܢܐܐܚܝܩܪ,ܐܢܐܐܚܝܩܪ
ܐܡܪܬܠܡܠܟܐ,ܐܡܪܬܠܡܠܟܐ,,ܐܡܪܬܠܡܠܟܐ,ܐܡܪܬܠܡܠܟܐ
ܕܢܦܩܘܕܠܡܐܙܠܬܐ,ܐܦܣܠܝܡܕܝ,,,
,,,ܕܐܙܠ,ܕܐܙܠ
,ܕܐܙܠ,,,
ܠܡܨܪܝܢ܂ܡܛܠ,,,ܠܡܨܪܝܢ܂ܡܛܠ,ܠܡܨܪܝܢ܂ܡܛܠ
ܡܛܐ,ܠܡܨܪܝܢ,,,
,ܕܡܛܐ,,ܕܡܛܐ,ܕܡܛܐ
ܙܒܢܐ,ܙܒܢܐ,,ܙܒܢܐ,ܙܒܢܐ
ܕܐܚܙܘܩ܂ܘܟܕܝܗ̄ܒ,ܕܐܪܕܐ,,ܕܐܪܕܐ,ܕܐܪܕܐ
,ܒܗܘܟܕܕܝܢܝܗ̄ܒܠܝ,,ܒܗ܂ܗܝܕܝܢ,ܒܗ܂ܗܝܕܝܢ
,,,ܝܗܒܠܝ,ܝܗ̄ܒ
ܦܘܩܕܢܐ,ܦܘܩܕܢܐ,,ܦܘܩܕܢܐ,ܦܘܩܕܢܐ
ܢܣܒܬ,ܘܢܣܒܬ,,ܘܢܣܒܬ,ܘܢܣܒܬ
ܥܡܝ,ܥܡܝ,,ܥܡܝ,ܥܡܝ
ܚܝܠܘ̈ܬܐܣܓ̈ܝܐܐܘܪܕܪܝܢܐܘܪܚܐܕܝܘܡܐ,ܚܝܠܐ,,ܚܝܠܐ,ܚܝܠܐ
,ܣܓܝܐܐܘܐܙܠܬܘܡܪܕܐ,,ܣܓܝ܂ܘܟܕܥܒܪܢܢܡܪܕܐ,ܣܓܝ܂ܘܟܕܥܒܪܢܢܡܪܕܐ
,ܝܘܡܐ,,ܝܘܡܐ,ܝܘܡܐ
ܚܕ܂,ܚܕܘܩܡ̄ܢ,,ܚܕ܂,ܚܕ܂
ܘܫܪܝܢ,,,ܘܩܡܢܒܕܘܟܬܐ,ܘܩܡܢܒܕܘܟܬܐ
ܒܦܩܥܬܐ,ܒܦܩܥܬܐ,,,
ܚܕܐܪܘܝܚܬܐ܂ܘܐܦܩܬܡ̣ܢܓܠܘܣܩ̈ܡܐܠܢܫܪܐܘܩܛܪܬܒܪ̈ܓܠܝܗܘ̇ܢܠܚܘ̈ܛܐܗܢܘܢ,ܕܪܘܝܚܐ,,ܕܪܘܝܚܐ,ܕܪܘܝܚܐ
,ܐܦܩܬܡ̣ܢܓܠܘܣܩܡ̈ܐ,,ܒܦܩ̈ܥܬܐ܂,ܒܦܩܥܬܐ܂
,,,ܗܝܕܝܢܐܦܩܬ,ܗܝܕܝܢܐܦܩܬ
,ܠܢܫܪ̈ܐ,,ܠܢܫܪ̈ܐ,ܠܢܫܪ̈ܐ
,,,ܡ̣ܢ,ܡ̣ܢ
,,,ܓܠܘܣܩ̈ܡܐ܂,ܓܠܘܣܩܡ̈ܐ܂
,ܘܐܣܪܬ,,ܘܐܣܪܬ,ܘܐܣܪܬ
,ܛܘܢܒ̈ܐ,,,
,ܒܪ̈ܓܠܝܗܘܢ,,ܒܪ̈ܓܠܝܗܘܢ,ܒܪ̈ܓܠܝܗܘܢ
,,,ܛܘܢ̈ܒܐ܁,ܛܘܢ̈ܒܐ܁
ܘܐܪܟܒܬ,ܘܐܪܟܒܬ,,ܘܐܪܟܒ̣ܬܛ̈ܠܝܐ,ܘܐܪܟܒܬ
,ܛܠܝ̈ܐ,,,ܛܠܝ̈ܐ
ܥܠܚܨܝ̈ܗܘܢ,ܥܠܚܨܝ̈ܗܘܢ,,ܥܠܚܨܝ̈ܗܘܢ,ܥܠܚܨܝ̈ܗܘܢ
ܠܛܠܝ̈ܐ,,,,
ܘܦܪܚܘ,ܘܦܪܚܘ,,ܘܦܪܚܘ,ܘܦܪܚܘ
ܒܐܐܪ܂,ܒܐܐܪ,,ܒܐܐܪ,ܒܐܐܪ
ܥܕܡܐ,ܥܕܡܐ,,ܥܕܡܐ,ܥܕܡܐ
ܕܠܐ,ܕܦܫܘܟܕܠܐ,,ܕܠܐ,ܕܠܐ
ܡܬܚܙܝܢ,ܡܬܚܙܝܢ,,ܡܬܚܙܝܢ,ܡܬܚܙܝܢ
ܡ̣ܢܐ̄ܢܫ܂,ܠܐ̄ܢܫܐ,,ܗ̄ܘ̣ܘ܂ܗ̇ܝܕܝܢ,ܗ̄ܘܘ܂ܗܝܕܝܢ
ܘܥܡ,ܘܥܡ,,ܫܪܝܘܩܥܝܢ,ܫܪܝܘܩܥܝܢ
ܦܪܚܗܘܢ,ܡܣܩܬܗܘܢ,,,
ܩܥܘ,ܩܥܘ,,,
ܛܠܝ̈ܐ,ܛ̈ܠܝܐ,,ܛ̈ܠܝܐ,ܛܠܝ̈ܐ
ܘܐܡܪܘܐܡܛܘܠܢܟܠܫܐ,ܘܛܝܪ̈ܐܘܢܫܪ̈ܐܘܡܢܥܘܠܢ,,ܥܠܚܨܝ̈ܢܫܪ̈ܐܒܐܐܪ܂,ܥܠܚܨܝ̈ܢܫܪ̈ܐܒܐܐܪ܂
,ܓܨܐܘܟܠܫܐ,,ܓܨܐܘܟܠܫܐ,ܓܨܐܘܟܠܫܐ
ܘܛܝܢܐ,ܘܛܝܢܐ,,ܘܟܐܦ̈ܐ,ܘܟܐܦ̈ܐ
ܘܠܒܥ̈ܐܘܟܐ̈ܦܐܡܛܠܕܐܪܕܟ̈ܠܐ,ܘܠܒܬܐܘܟܐ̈ܦܐܕܒܢ̈ܝܐܓܝܪܘܦܥ̈ܠܐܒܛܝܠܝܢ,,ܡܢ̣ܥܘܠܢ܂,ܡܢܥܘ܂
,,,ܕܒܢܝ̈ܐ,ܕܒܢܝ̈ܐ
ܘܦܥ̈ܠܐܒܛܝܠܝܢ܂,,,ܘܦܥ̈ܠܐܒܛܝܠܝܢ܂,ܘܦܥ̈ܠܐܒܛܝܠܝܢ܂
ܒܕܨܒܝܢܕܢܒܢܘ̇ܢܒܝܪܬܐܒܫܡܝܐܥܠܝ̈ܐ܂ܗܝܕܝܢܐܚܬܬ,ܘܒܥܝܢ,,ܘܒܥܝܢ,ܘܒܥܝܢ
,,,ܕܝܢ,ܕܝܢ
,ܕܢܒܢܘܢܒܝܪܬܐܒܫܡܝܐܕܥܠܝ܂,,ܕܢܒܢܘܢܒܝܪܬܐܒܫܡܝܐܕܥܠܝ܂,ܕܢܒܢܘܢܒܝܪܬܐܒܫܡܝܐܕܥܠܝ܂
,,,ܗܝܕܝܢ,ܗܝܕܝܢ
,ܢܓܕܬ,,ܢܓܕܬ,ܢܓܕܬ
ܐܢܘܢ,ܐܢܘܢ,,ܐܢܘܢ,ܐܢܘܢ
ܐܟܡܐܕܐܠܦܬܗ̄ܘܝܬܡ̣ܢܩܕܝܡܠܐܢ̄ܬܬܝ܂,ܘܢܚܬܘܐܝܟܕܦܩܕܬܠܒܪܬܙܘܓܝ܂,,ܘܢܚܬܘ܂,ܘܢܚܬ܂
ܘܟܕ,ܘܟܕ,,ܟܕ,ܟܕ
ܫܡܥܘܐܬܘܪ̈ܝܐ,ܫܡܥܘܐܬܘܪ̈ܝܐ,,ܫܡܥܘܐܬܘܪ̈ܝܐ,ܫܡܥܘܐܬܘܪ̈ܝܐ
ܗܢܘܢܕܥܪܩܘܗ̄ܘ̤ܘ܂ܗܠܝܢ,ܐܝܠܝܢܕܥܪܩܘܠܡܨܪܝܢܟܠܡܐܕܥܒܕܬ,,ܗܕܐܚܕܝܘܚܕܘܬܐ,ܗܕܐܚܕܝܘܚܕܘܬܐ
ܗܦܟܘ,ܗܦܟܘ,,ܪܒܬܐ܀,ܪܒܬܐ܀܀܀
ܠܐܬܪ̈ܗܘܢܟܠܗܘܢ܀ܡܥܠܬܐ,ܠܐܬܪܘܬܗܘܢܘܕܘܟܝܬܗ̈ܘܢ܀ܥܘܗܕܢܡܥܠܬܘ,,ܡܥܠܬܗܕܐܚܝܩܪܩܕܡܦܪܥܘܢܡܠܟܐ,ܡܥܠܬܗܕܐܚܝܩܪܩܕܡܦܪܥܘܢܡܠܟܐ
ܕܐܚܝܩܪܠܡܨܪܝܢ,ܕܐܚܝܩܪܠܡܨܪܝܢ,,ܕܡܨܪܝܢ܀,ܕܡܨܪܝܢ
ܘܕܩܡܩܕܡܦܪܥܘܢ܀ܘܟܕ,ܠܩܕܡ܁܃ܦܪܥܘܢܡܠܟܐ܃܁ܘܟܕܗܟܝܠ,,ܟܕܥܠܬܥܡ,ܟܕܥܠܬܥܡ
ܡܛܝܬ,ܡܛܝܬ,,ܚܝ̈ܠܘܬܝ,ܚܝܠܘܬ̈ܝ
ܠܡܨܪܝܢܐܢܐܐܚܝܩܪ܂ܘܚܝܠܘ̈ܬܥܡܝ܂ܘܐܘܕܥܘܠܡܠܟܐܥܠܝܘܐܡܪܘܐܫܬܕܪܠܟܡ̣ܢ,ܐܢܐܐܚܝܩܪܠܡܨܪܝܢܥܡܚܝ̈ܠܘܬ݂ܐܘܐܙܠܬ݂ܠܬܪܥܗܕܦܪܥܘܢܡܠܟܐܐܛܒܘܠܗ,,ܐܢܐܐܚܝܩܪܠܡܨܪܝܢ܂,ܐܢܐܐܚܝܩܪܠܡܨܪܝܢ܂
,,,ܐܙܠܬ,ܐܙ̄ܠܬ
,,,ܠܘܬܦܪܥܘܢܡܠܟܐ,ܠܘܬܦܪܥܘܢܡܠܟܐ
,ܘܐܘܕܥܘܗܝ,,ܘܐܘܕܥܘܗܝ,ܘܐܘܕܥܘܗܝ
,ܒܝܘܐܡܐܪܠܗܕܫܕܕܠܟ,,ܥܒܕܘ̈ܗܝ,ܥܒܕܘܗ̈ܝ
ܣܢܚܪܝܒ,ܣܢܚܪܝܒ,,ܕܗܐ,ܕܗܐ
ܓܒܪܐ,ܓܒܪܐ,,ܓܒܪܐ,ܓܒܪܐ
ܐܟܡܐ,ܐܟܡܐ,,,
ܕܒܥܝܬ܂ܘܦܩܕܡܠܟܐܝܗ̄ܒܘܕܘܟܬܐܕܢܫܪܐܒܗ܂ܘܬܘܒܦܩܕܘܐܥܠܘܢܝܩܕܡܘܗܝ܂ܘܟܕܩܡܬܩܕܡܘܗܝܣܓܕܬܠܗܥܠܐܪܥܐܘܩܪܝܬ,ܕܒܥܝܬ,,ܕܒܥܝܬ,ܕܒܥܝܬ
,ܡܢܗ,,ܡ̣ܢܡܠܟܐܕܐܬܘܪܡܢܥ܂,ܡ̣ܢܡܠܟܐܕܐܬܘܪܡܢܥ܂
,ܡܢܐܢܗܘܐ,,ܡܢܐܢܗܘܐ,ܡܢܐܢܗܘܐ
,ܠܗܦܘܩܕܢܟ,,ܦܘܩܕܢܟ܂,ܦܘܩܕܢܟ܂
,ܘܦܩܕ,,ܘܦܩ̣ܕ,ܘܦܩܕ
,ܦܪܥܘܢܡܠܟܐ,,ܦܪܥܘܢ,ܦܪܥܘܢ
,ܘܝܗ̄ܒܠܢ,,ܘܝܗ̄ܒܠܢ,ܘܝܗ̄ܒܠܢ
,ܕܘܟܬܐܘܫܪܝܢܒܗܐܢܐܘܚܝ̈ܠܘܬܐ܂ܘܦܩܕܡܠܟܐܦܪܥܘܢܘܐܝܬܐܘܢܝܠܘܬܗ܂ܘܟܕܐܬܛܝܒܬܩܕܡܘܗܝ,,ܕܘܟܬܐ܂ܠܝ,ܕܘܟܬܐ܂ܠܝ
,,,ܘܠܚܝ̈ܠܘܬܝ܂,ܘܠܚܝܠܘܬ̈ܝ܂
,,,ܟܢܦܩܕܦܪܥܘܢ,ܟܢܦܩܕܦܪܥܘܢ
,,,ܘܥܠܬ̣ܩܕܡ܏ܘ܆ܩܕܡܘܗܝ܆,ܘܥܠܬܩܕܡܘܗܝ܇
,ܘܣܓܕܬ,,ܘܣܓܕܬ,ܘܣܓܕܬ
,ܠܗܘܫܠܡܬ,,ܠܗ܂,ܠܗ܂
ܥܠܘܗܝ,ܥܠܘܗܝ,,ܗ̇ܝܕܝܢܐܡ̣ܪܠܝ,ܗܝܕܝܢܐܡܪ
ܫܠܡܐ܂ܐܡܪܠܝܡܢ̣ܘ,ܘܐܡܪܠܝܓܝܪܡ̇ܢ,,ܡܢܘ,ܡܢܘ
ܫܡܟ܂,ܫܡܟ܂,,ܫܡܟ܂,ܫܡܟ܂
ܐܡܪܬ,ܘܐܡܪܬ,,ܐܡܪܬ,ܐܡܪܬ
ܠܗܥܒܕܟ,ܠܗܥܒܕܟ,,ܐܒܝܩܡܫܡܗܕܥܒܕܟܐܝܬܘܗܝ܂,ܐܒܝܩܡܫܡܗܕܥܒܕܟܐܝܬܘܗܝ܂
ܐܒܝܩܐܡܟܐܡܬ,ܐ̄ܢܐܐܒܝܩܡ܂,,,
ܫܘܫܡܢܐܡ̣ܢ,ܫܘܫܡܢܐܡ̣ܢ,,ܫܘܫܡܢܐܡ̣ܢ,ܫܘܫܡܢܐܡ̣ܢ
ܫܘܫܡܢ̈ܐ,ܫܘܫ̈ܡܢܐ,,ܫܘܫܡܢܝ̈,ܫܘܫܡܢܝ̈
