Borg_ar_201,Camb_Add_2886,Cambrigde_Add_3497,GCAA_00486,Mingana_ar_christ_93_84,Mingana_syr_133,Ms_orient_A_2652,Or_1292b,Paris_Arabe_3637,Vat_ar_2054
هذا,هذا,هذا,هدا,ذالك,هذا,هذا,هذا,هذا,
,الفعل,,,ضربتها,ضربتها,,,,
باديتها,باديتها,باديتها,باديتها,هذاالضربالموجعقاللهالملكاظنانكخرفتياحيقاروقدقلعقلك,,باديتها,باديتها,باديتها,
بالضرب:فقاللهفرعون:,بهذا,بهذا,بهدا,,,بهذا,بهذا,بهذا,
,الضرب_,الضرب,الضرب,,,الضرب,الضرب,الضرب,
,فقال,والجلدفقال,فقال,,فقال,والجلد_فقال,والجلدفقال,والجلد_فقال,
,له,له,له,,له,له,لهُ,لهُ,
,فرعون,فرعون,فرعون,,فرعون,فرعون,فرعون,فرعون,
ياحيقار,ياحيقار,ياحيقار,ياحيقار,,ياحيقار,ياحيقار,ياحيقار,ياحيقار,
اراك,اراك,اركلما,اراك,,اراك,اراك,اراك,اراك,
كلما,كلما,,كلما,,كلما,كلّما,كلما,كلما,
تكبرتخرف:,تكبرتخرف,تكبرتخرف,تكبرتخرف,,تكبرتخرف,تكبرتخرف_,تكبرتخرف,تكبرتخرف,
لانبينمصر,لانبينمصر,لانبينمصر,لانبينمصر,لانبينمصر,لانبينمصر,لانبينمصر,لانبينمصر,لانبينمصر,
ونينوى,ونينوى,ونينوى,ونينويتلتمايه,ونينوي,ونينوى,ونينوى,ونينوي,ونينوي,
ثلثماية,ثمانيه,تمانية,,تلتمايت,ثلاثماية,ثمانيه,تمانية,تمانية,
وستون,وستين,وستون,وستون,,وستون,وستّون,وستون,وستون,
فرسخ:فكيفمضت,فرسخفكيفمضت,فرسخفكيفمضت,فرسخفكيفمضت,فرسخفكيفمضت,فرسخفكيفمضت,فرسخ_فكيفمضت,فرسخفكيفمضت,فرسخ_فكيفمضت,
القطه,,هذه,هدهفيهده,هذه,القطه,هذه,هذه,هذه,
,,السنوره,,القطابلدك,,السنوره,السنوره,السنوره,
فيهذه,فيهذه,فيهذه,,,فيهذه,فيهذه,فيهذه,فيهذه,
الليله,الليله,الليله,الليله,,الليله,الليله,الليلة,لليلة,
وقطعتراس,وقطعتراس,وقطعتراس,وقطعتراس,وقطعتراس,وقطعتراس,وقطعتراس,وقطعتراس,وقطعتراس,
الديك,ديكك,الديك,الديك,الديك,الديك,الديك,الديك,الديك,
واتت:,واتت_,واتت,واتت,واتت,واتت,واتت,واتت,واتت,
,,الى,,فيليلةواحدهفقاللهحيقارياسيديالملككيف,,الى,الي,الي,
,,هنا,,,,هاهنا_,هنا_,هنا,
فقال,فقال,فقال,فقال,,فقال,فقال,فقال,فقال,
له,له,له,له,,له,له,لهُ,له,
حيقار,حيقار,حيقار,حيقار,,حيقار,حيقار,حيقار,حيقار,
:,يا,يا,ياسيديادا,,,يا,يا,يا,
,سيدي,سيدى,,,,سيدي,سيدي,سيدي,
اذا,اذا,اذا,,اذا,اذا,اذا,اذا,اذا,
كانبينمصر,كانبينمصر,كانبينمصر,كانبينمصر,كانبينمصر,كانبينمصر,كانبينمصر,كانبينمصر,كانبينمصر,
ونينوى,ونينوى,ونينوى,ونينوي,واثورهذهالمسافتالبعدتسمعخيلكحس,ونينوى,ونينوى,ونينوي,ونينوي,
هذه,هذه,هذهالمسافة,هده,,هذه,هذه,هذهالمسافة,هذهالمسافة,
المسافه:,المقدار,,المسافه,,المسافه,المسافه_,,,
كيف,كيف,كيف,كيف,,كيف,كيف,كيف,كيف,
اذا,اذا,اذا,ادا,,اذا,اذا,اذا,اذا,
صهل,صهل,صهل,صهل,,صهل,صهل,صهل,صهل,
حصان,حصان,حصان,حصان,حصان,حصان,حصان,حصان,حصان,
سيّدي,سيدي,سيدىالملك,سيدي,سنخاريبالملكوفتطرح,سيدي,سيدي,سيدي,سيدي,
يسمعوه,الملكيسمعون,,الملكيسمعون,,يسمعوه,الملك,الملكيسمعون,الملكيسمعون,
,خيلكويطرحون,يسمعوا,,,,يسمعوا,,,
خيلكم,,خيلكم,خيلكم,,خيلكم,خيلكم,خيلكم,خيلكم,
منهاهنا,,,,,منهاهنا,,,,
فيطرحون:,,فيطرحون,فيطرحون,,فيطرحون,فيطرحون_,فيطرحون_,فيطرحون_,
وكيف,وكيف,وكيف,وكيف,وكيف,وكيف,وكيف,وكيف,وكيف,
يجي,يصل,يصل,يصل,تجيصوتهمنهناكالىهون,يجي,يصل,يصل,يصل,
حسّ,حسّ,حس,حس,,حس,حس,حس,حس,
الحصان,الحصان,الحصان,الحصان,,الحصان,الحصان,الحصان,الحصان,
لمصر:,الى,الىمصر,الي,,الى,الىمصر_,الي,الي,
,مصر,,مصر,,مصر,,مصر,مصر,
,_,,,,,,_,_,
فلماسمع,فلماسمع,فلماسمع,فلماسمع,فلماسمع,فلماسمع,فلماسمع,فلماسمع,فلماسمع,
فرعون,فرعون,,فرعون,فرعون,فرعون,,,,
ذلك:,ذلك,ذلك,دلك,ذالك,بذلك,ذلك,ذلك,ذلك,
,,فرعونمنحيقار,,,,فرعونمنحيقار,فرعونمنحيقار,فرعونمنحيقار,
علمانه,علمانه,,علمانه,علمانه,علمانه,,,,
رد,رد,علمانه,رد,فكمشكلتهوقال,رد,علمانه,علمانه,علمانه,
,,رد,,,,,رد,رد,
سواله:,عليه,,عليه,,سواله,ردّ,,,
,جوابه_فقال,جوابهعليهفقالله,جواب,,,جوابهعليه_فقالله,جوابهعليه_فقالله,جوابهعليه_فقالله,
فقال,,,فقال,,فقال,,,,
لهياحيقار,,,لهياحيقار,لهياحيقار,لهياحيقار,,,,
:,,,,,,,,,
ما,,,ما,ما,ما,,,,
تقولفي,,,تقولفي,قولكفيبنيان,تقولفي,,,,
رجلًا,,,رجل,,رجل,,,,
بنا,,,بنا,,بنا,,,,
اسطوانه,,,اسطوانه,اسطوانه,اسطوانه,,,,
من,,,من,منتمانين,في,,,,
ثمانيةالفوسبعماية,,,تمانية,,ثمانيةالفوسبعماية,,,,
وثلثةوستين,,,الاف,الاف,وثلاثة,,,,
,,,وسبعمايهوتلاته,وسبعمايت,,,,,
,,,وستون,,وستون,,,,
لبنه:,,,لبنه,لبنه,لبنه,,,,
وعقدها,,,وعقدها,وتلاتت,وعقدها,,,,
بثلث,,,بتلتمايهوخمسون,,بثلاث,,,,
ماية,,,,,ماية,,,,
وخمسة,,,,,وخمسه,,,,
,,,وستون,وستون,وستون,,,,
,,,حجرًا,وعقدبهابتلتمايتوخمست,,,,,
وستين,,,,وستين,,,,,
حجر:,,,,حجر,حجر,,,,
وغرز,,,وغرس,وغرس,وغرز,,,,
فيوسطها,,,فيوسطها,فيوسطها,فيوسطها,,,,
اثاني,,,اتنا,اتنيعشرشجراارز,اثنيعشرشجره,,,,
عشرشجرة:,,,عشرشجرة,,,,,,
وافرعتكل,,,وافرعتكل,وافرعتكل,وافرعتكل,,,,
شجرهثلثين,,,شجرة,ارز,شجرة,,,,
,,,تلاتين,تلاتين,ثلاثين,,,,
قضيب:وفيكل,,,قضيبوفيكل,,قضيبوفيكل,,,,
قضيبعنقودينالواحدابيض,,,قضيبعنقودينالواحدابيض,قضيبعنقودينالواحدابيض,قضيبعنقودينالواحدابيض,,,,
والاخر,,,والاخر,والواحد,والواحد,,,,
اسود:,,,اسود,اسود,اسود,,,,
فقاللهحيقار,,,فقاللهحيقار,قال,فقال,,,,
:,,,ياسيديهداالمتل,لهحيقار,لهحيقار,,,,
هذاالمثل,,,,هذاالمثل,هذاالمثل,,,,
رعوان,,,رعيان,رعيان,رعيان,,,,
بقر,,,بقر,بقر,بقر,,,,
الذيفي,,,اتور,,اتور,,,,
اثور,,,,اثور,,,,,
ونينوى,,,ونينوي,ونينوي,ونينوى,,,,
يعرفوه:,,,يعرفوه,يعرفوه,يعرفوه,,,,
البنّا,,,البنا,البنا,البنا,,,,
هوالله,,,هوالله,هوالله,هوالله,,,,
تعالى:,,,تعالي,,تعالى,,,,
والاسطوانه,,,والاسطوانه,والاسطوانه,والاسطوانه,,,,
هىالسنه:والثمانية,,,هيالسنه,هيالسنه,هىالسنهوالثمانية,,,,
,,,والتمانيةالفوسبعمايت,والتمنمايت,,,,,
الف,,,,الف,الف,,,,
وسبعماية,,,,وسبعمايت,وسبعمايه,,,,
وثلثه,,,وتلاته,وتلاته,وثلثه,,,,
وستين,,,وستون,وستين,وستون,,,,
لبنه:,,,لبنه,لبنه,لبنه,,,,
هم,,,هي,هم,هم,,,,
ساعاتالسنه:,,,ساعاتالسنه,ساعاتالسنه,ساعاةالسنهولثلاثماية,,,,
,,,والتلتمايهوخمسون,والتلتمايت,,,,,
,,,,وخمسه,وخمسه,,,,
,,,وستون,وستين,وستون,,,,
,,,حجر,حجر,حجر,,,,
,,,هيايام,همايام,همايام,,,,
,,,السنه,,السنه,,,,
والاثنيعشر,,,والاتنيعشرشجرتهيالاتنيعشر,,والاثنيعشر,,,,
شجرههمالاثنيعشرشهر:والثلاثين,,,,,,,,,
,,,شهر,,,,,,
قضيبهم,,,والاتلاتينقضيبهيايام,,قضيبهم,,,,
ثلاثين,,,الشهر,الشهر,اثنيعشر,,,,
,,,,,شهر,,,,
,,,,,والثلاثونغرزهمثلثين,,,,
يومكلشهر:,,,,,يومكلشهر,,,,
والعنقودينالابيضوالاسود:هم,,,والعنقودينالابيضوالاسودهم,والعنقودينالابيضوالاسودهم,والعنقودينالابيضوالاسودهم,,,,
الليلوالنهار:,,,النهاروالليلفقال,الليلوالنهار,الليلوالنهار,,,,
فقالفرعونياحيقارافتل,,,,قال,فقالفرعونياحيقارافتل,,,,
,فرعون,,فرعون,فرعون,,,,,
,ياحيقار,ياحيقار,ياحيقار,ياحيقار,,ياحيقار,ياحيقار,ياحيقار,
,اريدان,اريدان,اريدك,اريدان,,اريدان,اريدان,اريدان,
,تعمل,تعمل,تعمل,تطلع,,تعمل,تعمل,تعمل,
,لي,لى,لي,لي,لي,لي,لي,لي,
,حبلينمنرمل,حبلينمنرمل,حبلينمنرمل,حبلينمنرمل,حبلينمنرمل,حبلينمنرمل,حبلينمنرمل_,حبلينمنرمل_,
,البحر_,البحر,البحر,فمضاحيقاراتيحيطقبالالملك,البحر,البحر_,,,
,فقاللهحيقار,فقاللهحيقار,فقاللهحيقار,,فقاللهحيقار,فقاللهحيقار,فقاللهحيقار,فقاللهحيقار,
,ياسيدي,,ياسيدي,,,_,,,
,الملك,,,,,,,,
,ارسم,ارسم,ارسم,,ارسم,ارسم,ارسم,ارسم,
,,,,,ياسيدي,,,,
,انيخرجوا,انيخرجوا,انيخرجوا,,انيخرجوا,انيخرجوا,انيخرجوا,انيخرجوا,
,,لى,لي,,,لي,لي,لي,
,من,من,من,,من,من,من,من,
,الخازنه,الخزانه,الخزانه,,الخزانه,الخزانه,الخزانه,الخزانه,
,حبل,حبل,حبل,,حبل,حبل,حبل,حبل,
,حتى,حتى,حتي,,حتى,حتى,حتي,حتي,
,اعمل,اصنع,اعمل,,اعمل,اصنع,اصنع,اصنع,
,مثله,مثله,متلهتم,,مثله,مثله_,مثله,مثله_,
,,فاخرجوا,,,ومضاحيقار,فاخرجوا,فاخرجوا,فاخرجوا,
,,له,,,,له,لهُ,له,
,,حبل,,,,حبل,حبل,حبل_,
,,,,,,_,,,
,ثم,ثم,,,,ثم,ثم,ثم,
,انحيقار,انحيقار,انحيقار,,,انحيقار,انحيقار,انحيقار,
,مضى,مضى,مضيالي,,,مضى,مضيالي,مضيالي,
,الى,الى,,,الى,الى,,,
,قفاالبيت,قفاالبيت,قفاالبيت,,قفاالبيت,قفاالبيت,قفاالبيت,قفاالبيت,
,وثقبثقبين,وتقب,وتقب,وتقب,وثقبثقبين,وثقبثقبين,وتقب,وتقب,
,,,,فيه,,,,,
,,تقبين,تقبين,,,,تقبين,تقبين,
,,,,تقبين,,,,,
,,على,علي,,,,علي,علي,
,على,,غلض,على,على,على,,غلض,
,غلظ,غلظ,,غلظ,غلظ,غلظ,غلظ,,
,البحر,,,حبلواخد,الحبالواخذ,,,,
,الحبلواخد,الحبلواخد,الحبلواخد,,,الحبل_واخد,الحبلواخد,الحبلواخد,
,فييده,حفنة,فييده,,فييده,حفنةً,حفنة,حفنة,
,حفنت,,حفنت,حفنت,حفنه,,,,
,رمل,رمل,رمل,رمل,رمل,,رمل,رمل,
,من,من,من,ولما,من,من,من,من,
,رمل,,رمل,,رمل,رمل,,البحر_فلما,
,البحرفلما,البحرفلما,البحرفلما,,البحرفلما,البحر_فلما,البحر_فلما,,
,طلعت,طلعت,طلعت,طلعت,طلعت,طلعة,طلعت,طلعت,
,الشمس,الشمس,الشمس,الشمس,الشمس,الشمس,الشمس,الشمس,
,ودخلت,ودخلت,ودخلت,ودخلت,دخلت,ودخلت,ودخلت,ودخلت,
,في,فى,في,البخاوسفرك,,في,في,في,
,,,,,فى,,,,
,الابخاش,الابخاش,الابخاش,,الابخاش,الابخاش,الابخاش,الابخاش,
,فبدر,بدر,بدر,,فبدر,بدر,بدر,بدر,
,الرمل,الرمل,الرمل,الرمل,الرمل,الرمل,الرمل,الرمل,
,,فى,,,,,,,
,في,,في,في,في,في,في,في,
,الشمس,الشمس,الشمس,الشمس,الشمس,الشمس,الشمس,الشمس,
,حتى,حتى,حتيبقي,فبدا,حتى,حتى,حتيبقي,حتيبقي,
,بقى,بقى,,,بقا,بقى,,,
,الرمل,,,,,,,,
,يفتل,,يفتل,يفتل,يفتل,,,,
,مثل,مثل,متل,شبهالحبالفقاللفرعونآمرلعبيدك,مثل,مثل,مثل,مثل,
,الحبال_,الحبال,الحبل,,الحبل,الحبال_,الحبال,الحبال,
,وقال,وقال,وقال,,فقالحيقار,وقال,وقال,وقال,
,حيقار,لفرعون,لفرعون,,لفرعون,لفرعون,لفرعون,لفرعون,
,امر,امر,امر,,امر,امر,امر,امر,
,لعبيدك,عبيدك,عبيدك,,عبيدك,عبيدك,عبيدك,عبيدك,
,ان,ان,ان,,ان,ان,ان,ان,
,ياخدوا,ياخدوا,ياخدوا,ياخدوا,ياخذوا,ياخذوا,ياخدوا,ياخدوا,
,هذه,هذه,هدا,هذه,هولاي,هذه,هذه,هذه,
,الحبال,الحبال,الحبال,الحبال,الحبال,الحبال_,الحبال,الحبال,
,وكلما,وكلما,وكلما,وكلما,وكلما,وكلما,وكلما,وكلما,
,تريد,تريد,تريد,اردتافعللكغيرهمفقالالملك,اردتم,تريد,تريد,تريد,
,افتل,افتل,افتل,,افتل,افتل,افتل,افتل,
,لك,لك,لكم,,لكم,لك,لك,لك,
,مثلهم_,مثلها,متلهم,,مثلهم,مثلها_,مثلها,مثلها_,
,فقالفرعون,فقالفرعون,فقالفرعون,,فقالفرعون,فقالفرعون,فقالفرعون,فقالفرعون,
,ياحيقار,ياحيقار,ياحيقار,ياحيقار,ياحيقار,ياحيقار,ياحيقار,ياحيقار,
,لنا,لنا,لنا,عندنا,لنا,لنا,لنا,لنا,
,هاهنا,هنا,هاهنا,,هاهنا,هاهنا,هنا,هنا,
,حجر,حجر,حجر,حجر,حجر,حجر,حجر,حجر,
,رحا,رحا,رحي,رحى,رحاهوانكسرت,رحا,رحا,رحا,
,وقد,قد,وقد,وقد,,قد,قد,قد,
,انكسرت,انكسرت,انكسر,انكسر,,انكسر,انكسرت,انكسرت,
,واريد,اريد,واريد,واريد,واريد,اريد,اريد,اريد,
,منك,منك,منك,,منك,منك,منك,منك,
,ان,ان,ان,ان,ان,ان,ان,ان,
,تخيطها,تخيطها,تخيطها,تخيطها,تخيطها,تخيّطها_,تخيطها,تخيطها_,
,فنظر,فنظر,فنضر,لنافقاللهُحيقار,فعندذلكنظرحيقارحجرًا,فنظر,فنظر,فنظر,
,حيقارفوجد,حيقارفوجد,حيقارفوجد,,,حيقارفوجد,حيقارفوجد,حيقارفوجد,
,,هناك,,,,هناك,هناك,هناك,
,حجر,حجر,حجر,,,حجر,حجر,حجر,
,اخره,اخر,اخر,,اخر,اخر_,اخر_,اخر_,
,فقاللفرعون,فقاللفرعون,فقاللفرعون,,وقال,فقاللفرعون,فقاللفرعون,فقاللفرعون,
,يا,يا,يا,يا,يا,يا,يا,يا,
,سيدي,سيدى,سيدي,سيدي,سيدي,سيدي,سيدي,سيدي,
,انا,انا,انا,انا,انا,انا,انا,انا,
,,هاهنا,هاهنا,,هاهنا,هاهنا,هاهنا,هاهنا,
,رجل,رجل,رجل,رجل,رجل,رجلًا,رجل,رجل,
,غريب,غريب,غريب,غريب,غريب,غريب,غريب,غريب,
,وليس,وليس,وليس,وماعنديههناعدةالاساكفتلكندعاهلبلدكيقدروا,وما,وليس,وليس,وليس,
,معي,معر,معي,,معي,معي,معي,معي,
,الةالخياطه_,الةالخياطه,الةالخياطه,,الةالخياطه,الةالخياطه_,الةالخياطه_,الةالخياطه_,
,ولاكن,لكن,ولكنارجو,,ارجىمنكانتاذنلاصدقايك,لكن,لكن,لكن,
,اريد,اريد,,,,اريد,اريد,اريد,
,منكانتامر,منكانتامر,منكانتامر,,,منكانتامر,منكانتامر,منكانتامر,
,لاصدقاك,لاصدقاك,لاصدقاك,,,لاصدقاك,لاصدقاك,لاصدقاك,
,الاساكفه,الاساكفه,الاساكفه,,الاساكفه,الاساكفه,الاساكفه,الاساكفه,
,ان,ان,ان,,حتى,ان,ان,ان,
,يقدون,يقدموا,يقدون,,يقدون,يقدّون,يقدموا,يقدموا,
,لي,لى,لي,لي,لى,لي,لي,لي,
,,,,خيطان,,,,,
,من,من,من,من,من,من,من,من,
,هذه,هذا,هدهالحجر,هذا,هذه,هذا,هذا,هذا,
,الحجر,الحجر,,الحجر,الحجر,الحجر,الحجر,الحجر,
,مخارز,مخارز,مخارز,الاخروانا,مخارز,مخارز,مخارز,مخارز,
,حتى,ومخيطه,ومشطه,,ومشطه,ومخيطه,ومخيط,ومخيط,
,,وكاز,وكاز,,وكاز,وكاز,وكاز,وكاز,
,,حتى,حتي,,حتى,حتى,حتي,حتي,
,اخيط,اخيط,اخيط,اخيط,اخيَّطها,اخيّط,اخيط,اخيط,
,حجر,لك,لكم,لك,لكم,لكم,لكم,لكم,
,,هذهالحجر,هدهالحجر,ذاك,,هذهالحجر,هذهالحجر,هذهالحجر,
,الرحا,الرحا,,,,الرحا_,الرحا,الرحا_,
,فضحك,فضحك,فضحك,فضحك,فضحك,فضحك,فضحك,فضحك,
,فرعون,فرعون,فرعون,الملكواكابرهوتعجبمنسرعتجوابهوحكمتهوقالوتباركاللهياحيقارالذي,,فرعون,فرعون,فرعون,
,,الملك,الملك,,الملك,الملك,الملك,الملك,
,وكلاكابره_,وكلاكابره,وكلاكابره,,وكلاكابره,وكلاكابره_,وكلاكابره,وكلاكابره,
,وقال,وقال,وقالوا,,وقالوا,وقالوا,وقال,وقال,
,تباركالله,تباركالله,تباركالله,,تباركالله,تباركالله,تباركالله,تباركالله,
,تعالى,الذى,الدي,,الذيوهبك,,,,
,الذي,,,,,الذي,الذي,الذي,
,اوهبك,اوهبك,اوهبك,اوهبك,,اوهبك,اوهبك,اوهبك,
,هذه,هذه,هدهالزكاوه,الذكاوةوالحكمتثمامرحيقارفرعونلوزرايه,,هذه,هذه,هذه,
,الذكاوه,الدكاوه,,,الذكاوه,الذكاوه,الذكاوه,الدكاوه,
,والمعرفه_فلما,والمعرفهفلما,والمعرفهفلما,,والمعرفهفلما,والمعرفه_فلما,والمعرفهفلما,والمعرفه_فلما,
,نظر,نظر,نضر,,نظر,نظر,نظر,نظر,
,فرعونانحيقار,فرعونانحيقار,فرعونانحيقار,,فرعونانحيقار,فرعونانحيقار,فرعونانحيقار,فرعونانحيقار,
,قدرعليهوردجوابه,قد,قد,,,قد,قد,قد,
,,ردعليهجوابه,ردعليهجوابه,,ردعليهجوابه,ردّعليهجوابه_,ردعليهجوابه,ردعليهجوابه,
,,وقضى,وقضا,,وقضا,وقضى,وقضي,وقضي,
,,مسايله,مسايله,,مسايله,مسايله,مسايله,مسايله,
,انقهرللوقت,انقهرللوقت,انقهرللوقت,,انقهرللوقت,انقهرللوقت_,انقهرللوقت,انقهرللوقت,
,وامر,وامر,وامر,,منذلكوامرفيالحالحتى,وامر,وامر,وامر,
,ان,ان,ان,ان,,ان,ان,ان,
,يجمعوا,يجمعوا,يجمعوا,يجمعوا,يجمعوا,يجمعوا,يجمعوا,يجمعوا,
,له,الكسيم,الكسيم,الكسيم,له,الكسيم,الكسيم,الكسيم,
,الاكسيم,,,والخراجعنتلاتت,كسيم,,,,
,عن,عن,عن,,,عن,عن,عن,
,تلات,ثلاثة,تلت,,ثلاثة,ثلات,ثلاث,ثلاثة,
,سنين,سنين,سنين,سنين,سنين,سنين_,سنين,سنين,
,ويقدموا,ويقدموه,ويقدموا,فجمعوهاونادافيمملكتمصركلمنكانمناثورونينوايرجعمعحيقارالىبلدهثماخلع,وتتقدَّمالىحيقارمعالذىصارعنده,ويقدموه,ويقدموه,ويقدموه,
,الى,الى,الي,,,الى,الي,الي,
,,حيقارمعالدين,حيقارمعالدين,,,حيقارمعالدين,حيقارمعالدين,حيقارمعالدين,
,,الذى,الدي,,,الذي,الذي,الذي,
,,كتبه,كتبه,,,كتبه,كتبه,كتبه,
,حيقار,حيقار,,,,حيقار,حيقار,حيقار,
,,,,,,_,,,
,وخلع,وخلع,وخلع,,وخلع,وخلع,وخلع,وخلع,
,عليه,عليه,عليه,عليه,عليه,عليه,عليه,عليه,
,وعلى,وعلى,وعلي,وعلى,وعلى,وعلى,وعلي,وعلي,
,عسكره,عسكره,عسكره,عسكره,عسكره,عسكره,عسكره,عسكره,
,وغلمانه,وغلمانه,وغلمانه,ومنمعهواعطاههدايالسنخاريبالملكوودعهوقاللهُامضيياحيقار,,وغلمانه_,وغلمانه_,وغلمانه_,
,واعطاه,واعطاه,واعطاه,,واعطاه,واعطاه,واعطاه,واعطاه,
,خرجية,خرجية,خرجيهللدرب,,خرجية,خرجيّه,خرجية,خرجية,
,الدرب_,الدرب,,,الدرب,الدرب_,الدرب_,الدرب_,
,وقال,وقال,وقال,,وقال,وقال,وقال,وقال,
,له,له,له,,له,له,لهُ,له,
,امضي,امضى,امضي,,امضى,امضي,امضي,امضي,
,بالسلام,بالسلام,بالسلام,,بالسلامياحيقار,بالسلام,بالسلام,بالسلام,
,ياعزسيده,ياعزسيده,ياعزسيده,ياعزسيده,ياعزسيده,ياعزسيده,ياعزسيده,ياعزسيده,
,وافتخار,وافتخار,وافتخار,مثلكمنيصلحيخدمالملوكسلملنا,وافتخار,وافخار,وافتخار,وافتخار,
,استاذه,استاده,استاده,,استاذه,استاذه_,استاده,استاده,
,مثلك,مثلك,متلك,,مثلك,مثلك,مثلك,مثلك,
,منيكون,منيكون,منيكون,,منيكون,منيكون,منيكون,منيكون,
,للسلاطين,مدبر,مدبر,,مدبَّر,مدبّر,مدبر,مدبر,
,,ملوكوسلاطين,ملوكوسلاطين,,ملوكوسلاطين,ملوكوسلاطين_,ملوكوسلاطين_,ملوكوسلاطين,
,اقري,واقرا,اقرا,,اقري,واقرا,واقرا,واقري,
,سلامي,سلامى,سلامي,,سلامي,سلامي,سلامي,سلامي,
,على,على,علي,على,على,على,الي,علي,
,سيدك,سيدك,سيدك,سيدك,سيدك,سيدك,سيدك,سيدك,
,سنحاريب,سنحاريب,سنحاريب,,سنحاريب,سنحاريب,سنحاريب,سنحاريب,
,الملكوقول,الملكوقول,الملكوقول,الملكوقول,الملكوقول,الملكوقول,الملكوقول,الملكوقول,
,له,له,له,لهُ,له,له_,له,له,
,,لايواخذنا,لايواخدنا,لايواخدنا,لايواخذنا,لايواخذنا,لايواخدنا,لايواخدنا,
,بما,بما,بما,بما,بما,بما,بما,بما,
,اهدينا,اهديناه,اهديناه,اهدينا,هديناه,اهديناه,اهديناه_,اهديناه,
,له,,,لهُفعندذلك,,,,,
,لانالملوكتقنعبالقليل,لانالملوكتقنعبالقليل,لانالملوكتقنعبالقليل,,لانالملوكتقنعبالقليل,لانالملوكتقنعبالقليل_,لانالملوكتقنعبالقليل_,لانالملوكتقنعبالقليل_,
,فقام,فقبل,فقبل,,عندذلكقبلحيقار,فقبل,فقبل,فقبل,
,حيقار,حيقار,حيقار,,,حيقار,حيقار,حيقار,
,,,,,منه,,,,
,وقبلاياديالملكفرعون,ذلك,دلك,,ذلك,ذلك,ذلك,ذلك,
,,منه,منه,,,منه_,منه_,منه_,
,وقبل,,,,وقبل,,,,
,,ثم,تم,,,ثم,ثم,ثم,
,,انه,انه,,,انه,انه,انه,
,,قبلالأرضقدامه,قبل,قبل,,قبّل,قبّل,قبل,
,الارض,,الارض,يديهودعالهُوشكرهوعادراجعًاالىاسورونينوافلماقربمنالبلاد,الارض,الارض,الارض,الارض,
,قدامه,,امامه,,امامفرعون,امامهوقالله,قدامه,قدامه,
,ودعىلهبالعزوالدوامواستكثربخيره,وقالله,وقالله,,وقالله,,,,
,وقال,,,,,,وقال,وقال,
,له,,,,,,لهُ,لهُ,
,,اريد,اريد,,اريد,اريد,اريد,اريد,
,,منك,,,منك,منك,منك,منك,
,يا,يا,يا,,يا,يا,يا,يا,
,سيدي,سيدى,سيدي,,سيدى,سيدي,سيدي,سيدي,
,اريدمنكانلايبقامناهلبلادنااحدًافيمصرفقامفرعونوارسلمناديًايناديفيشوارعمصر,ان,ان,,,ان,ان,ان,
,,تامر,تامر,,تامر,تامر,تامر,تامر,
,ان,ان,,,ان,ان,ان,ان,
,لايبقااحدًا,لايبقااحدًا,لايبقااحدًا,,لايبقااحدًا,لايبقااحدًا,لايبقااحدًا,لايبقااحدًا,
,من,,,,,,,,
,,في,في,,في,في,في,في,
,اهل,ارض,ارض,,ارض,ارض,ارض,ارض,
,اتور,,,,,,,,
,,مصر,مصر,,مصر,مصر_,مصر,مصر,
,,من,من,,من,من,من,من,
,ونينوى,,,,,,,,
,في,,,,,,,,
,,,اتور,,,اتور,اتور,اتور,
,,اثور,,,ارضاتور,,,,
,بلاد,ونينوىحتى,ونينويحتي,,ونينوىحتى,ونينوىحتى,ونينويحتي,ونينويحتي,
,مصر,,,,,,,,
,,يمضى,يمضي,,يمضي,يمضي,يمضي,يمضي,
,الايمضوا,,,,,,,,
,معحيقار,معحيقار,معحيقار,,معحيقار,معحيقار,معحيقار,معحيقار,
,عند,,,,فارسلفرعونمناديوناداكماقالحيقار,_,_,_,
,,فارسلفرعونمناديًا,فارسلفرعونمناديًا,,,فارسلفرعونمناديًا,فارسلفرعونمناديًا,فارسلفرعونمناديًا,
,,,,,عند,,,,
,,ينادى,ونادي,,ما,ونادى,ينادي,ينادي,
,,كماقال,كماقال,,,كماقال,كماقال,كماقال,
,,له,له,,,له,لهُ,له,
,,حيقار,حيقار,,,حقار_,حيقار,حيقار,
,,,عند,,,,,,
,,,,,,,_,_,
,,فعند,دلك,,,فعند,فعند,فعند,
,ذلك,ذلك,,,,ذلك,ذلك,ذلك,
,مضى,مضى,مضي,,مضى,مضى,مضي,مضي,
,حيقار,حيقار,حيقار,,حيقار,حيقار,حيقار,حيقار,
,وودعالملك,وودعالملك,وودعالملك,,وودّعالملك,وودّعالملك,وودعالملك,وودعالملك,
,فرعون,فرعون,,,وانصرفهووعسكرهومنمعهمنبلادهوتوجهواالىاتورونينوى,فرعون,فرعون,فرعون,
,وسار,وصار,وسار,,,وسار,وسار,وصار,
,طالب,طالب,طالبًا,,,طالب,طالب,طالب,
,ارض,ارض,ارض,,,ارض,ارض,ارض,
,اتور,اثور,اتور,,,اتور,اتور,اتور,
,ونينوى,ونينوى,ونينوي,,,ونينوى_,ونينوي,ونينوي,
,ومعهمن,ومعهمن,وصحبته,,,ومعهمن,ومعهمن,ومعهمن,
,الخزاين,الخزاين,الخزاين,,,الخزاين,الخزاين,الخزاين,
