Brit_Libr_Or_9321,Brit_Mus_Add_7209,Cod_Arab_236,DFM_00614,Mingana_Syr_258,Sachau_290_Sachau_339,Vat_sir_159
عبدك,عبدك,عبدك,عبدك,عبدك,عبدك,عبدك
ابيقام,ابيقام,ابيقام,أبيقام,ابيشام,ابيقام,ابيشام
هو,ܫܘܫܡܢܐ,_وانا,,,,
نملة,نمله,نمله,نمله,نمله,نملة,نمله
من,من,من,من,من,من,من
انمالاسرحدومملكآثورونينوىفلمّاسمعفرعوناغتاظعليّقائلًااهكذااناقليلالاعتبارعندسيّدكحتى,النملالذيلسنحريب,نملسنحاريب,نملسنحاريب,نملسنحاريب,نملسنحاريب,نملسنحاريب
,الملكولما,سيديفلما,ولما,الملكولما,سيدي_فلما,ولما
يرسل,,,,,,
الىعندينملةًليعطينيجوابًا_فاذهبالآنالىمخدعك,سمعفرعون,سمعفرعون,,سمعفرعون,سمعفرعون,سمع
,هولاي,ذلكالكلام,قال,هولاىتااسَّف,هذاالكلامتأسف,قال
,تاسف,تاسف,هذاقاللهفرعونماكانرجل,,,لى
,وقال,وقال_,,وقال,وقال,
,هكذاانا,هكدااناكنت,,هكذاانا,هكذاانا,هكذاانا
,حقير,حقير,,حقير,حقير,حقير
,عندسيدك,عندسيدك_,عندسيدك,عندسيدك,عندسيدك,عندسيدك
,حتى,حتيارسلكانت,أقوىمنك,حتى,حتى,حتى
,,,يرسل,,,
,,,,,نملةرسل,
,,,أيضًارجل,,,
,نمله,,نمله,نمله,,نمله
,بعث,,أجاوبنيوتكلممعيفقاللهحقارأرجوامناللهأنتتممافيخاطرسيديلأناللهيقوّيالضعيفليتعجبالقويعندذلكأمر,بعث,,بعث
,لي,لتجاوبني,,لي,,لتجاوبني
,ليجاوبني,امظي,,حتىيجاوبني,ليجاوبني_,وقالامضى
,وايضاقالليامضي,,,وايضاقالليامضي,فقالامضيياابيقامالىمنزلكومحلكوبالغد,
يا,يا,يا,,يا,,
ابيقام,ابيقام,ابيقام,,ابيشام,,
وعُد,اليوم,,,اليوم,,اليوم
,اليمنزلك,اليمنزلك,,الىمنزلكومحلّكوبكره,,والغداحضرلعنديوالغدامر
,ومحلكوبالغدي,اليوم_وفيالغد,,,,
,تعال,تعال,,تعال,تعال,
اليّ,اليّ,اليعندي_فمضيالحكيماليمنزله_فامرَّ,,الىعندي,اليَّ_فمضيتُوفرعون,
غدًا_فانطلقت_فأمرفرعوناربابدولتهانيلبسوانهارغدٍثيابًاحريريّةحمرآءوياتونالىعندهوكذلكالملكلبسارجوانًاأحمرواستوىعلىعرشهوجميععبيدهاربابهحواليهوبعدذلكأمرفادخلونيالىعندهوقالليياابيقاملمناشبهولمنتشبهايضًاعساكري_فقلتلهمولايانتتشبهلصورةبيلوخدّامكيشبهونخَدَمَتهفقالليحينئذٍياابيقاماذهبالآنوتعالىنهارغدفـأمرالملكاربابهُحتىيلبسواثيابًابيضًاقرمزيةويحضروابنيديهوكذلك,فمضيت,,,فمضيت,,
,,فرعون,,,,فرعون
,وفرعون,لاكابرهوعظمايه_انكمغداالبسواكلكمتياب,,فامر,,اكابرهانيلبسونثياب
,,,فرعون,فرعون,,
,امر,,,,امر,
,لكلاكابره,,أنيهيوامنزللابيقاموجندهوأنيجعلوالهالعلايفويجيبوالهمالاكلوالشربوجميعمايريدوافلماكانبعدثلاثةايام,لكلاكابره,لكلاكابره,
,وعظمايه,,,وعظمايه,انهبالغدجميعكم,
,انبالغدي,,,وقاللهمانبكره,,
,كلكم,,,كلكم,,
,,,,ثياب,,
,البسوا,,,,البسوا,
,ثياب,,,,ثياب,
,البرفير,البرفير,,البرفير,البرفير,البرفير
,والاحمر,الاحمر,,الاحمر,الاحمر,الاحماروالملك
,,,,البسوا,,
,وتعالوا,وتعالوا,,وتعالوا,وتعالوا,
,الي,اليَّ_,,اليّ,اليَّ_,
,ولما,فلما,,ولما,ولما,
,اصبح,اصبح,,اصبح,اصبح,
,الصبح,الصباح_,,الصباح,الصباح,
لبس,لبس,لبس,لبس,لبس,لبس,لبس
الملك,الملك,الملك,فرعونالأرجوانالأحمروجلسعلىكرسيّهوكلعظمائهووزراهواقفينمكتفينفارسلواحضرابيقامأمامهفسجدللأرضوقف,الملك,الملك,
واستوىعلىعرشهواربابهواقفونبينيديهفأمرفحضرواامامه,ثوب,توب,,ارجوانى,ثوب,ثوب
,ارجواني,ارجواني_,,,ارجوان,ارجاونى
,وجلس,وجلس,,وجلس,وجلس,وجلس
,علىكرسيهوكل,عليكرسيه_وامرَّفادخلوهاليقدامه_,,علىكرسيهوكل,علىكرسيه_وكل,علىكرسيهوكل
,عظمايه,فقالله,فقالله,عظمايه,عظماهُ,عظاماهقيام
,قاموا,,,قاموا,قاموا,
,قدامه,,,قدامه,قدامهُوحولهُ_,قدامه
,وحولهوامر,,,وحواليه,,وامرادخلونياليهقاللىياابيشاملمناشبهاناواكابرىلمنيشبهونقلتله
,,,,فامر,فامر,
,وادخلونياليه,,,وادخلونياليه,وادخلونياليه_,
فقاللي,فقاللي,,,فقاللي,فقاللي,
ياابيقامانّي,فرعون,فرعون,فرعون,فرعون,فرعون,
,ياابيقاملمن,ياابيقاملمن,ياابيقاملمن,ياابيشاملمناشبهاناواكابريلمنيشبهونقلت,ياابيقاملمن,
,اشبهاناواكابريلمنيشبهون,اشبهانا_واكابريلمنيشبهون_,أشبهأناواكابريووزرايفقالحقارياسيديأنت,,اشبهانا_واكابريلمنيشبهون,
,قلت,فقاللهياسيديانتتشبهاليبيل,تشبه,,قلتُ,تشبه
,له,,,,له,انت
,تشبهانتياسيدي,,,تشبهانتياسيدي,تشبهانتياسيدي,
,لبيل,,لبيل,لبيل,لبيل,لبيل
,الصنم,الصنم_,الصنم,الصنم,الصنم_,الصنم
,واكابرك,واكابرك,وأكابركيشبهونلخدامهمفقاللهامضيإلىمنزلكوفيالغدتعالإلىهاهنافمضىحقاركماأمرهوفيالغدأخضرأمامفرعونوسجدقدَّامهووقفوكانفرعونقدلبسأحمرملوَّنوخُدَّاهلبسواأبيضفقالفرعونياأبيقام,واكبارك,واكابرك,واكابرك
,,يشبهون,,,,يشبهون
,لخدامه,لخدامه,,لخدامه,لخدامه_,لخدامه
,فقال,ففرحوقاللهامضياليمنزلك,,فقال,فقال,فقال
,لي,,,,لي,لى
,,,,,ياابيقام,
,امضي,,,امضي,امضي,امضي
,يا,,,يا,الىمنزلك,الىمنزلك
,ابيقاماليمحللكوبالغدي,,,ابيشام,ومحلك,وايضاقالاكابرهبالغد
,,اليوم_,,اليوم,اليوم,
,,وفيالغدتعالاليعندي_وامرَّالملكلعظمايهواكابره_انيلبسوافيالغدتياب,,وبكره,وبالغد,
,تعال,,,تعال,تعال,
,اليّوامر,,,الىعنديفامر,اليَّوامرفرعون,
,الملك,,,الملك,,
,لعظمايهان,,,لعظمايهان,لعظمايهان,
,بالغديكلكم,,,كلمغداالبسواثيابً,كلكمبالغد,
,البسوا,,,,البسوا,البسوا
,,,,,,كلكم
,ثياب,,,,ثياب,ثياب
,بيض,بيض,,بيض,بيض,احمروتجوالعندى
,من,جميعهموياتوااليه_فلمااصبحالصباحلبسالملكتوب,,من,من,
,كتان,,,كتان,الكتان,
,وتعالواليّ,,,ابيض,,
,,,,وتعالوا,وتعالوا,
,,,,الى,اليَّوفرعونلبسايضًا,
,والملكلبس,,,والملكلبس,,والملكلبس
,ايضا,,,ايضا,,
,ثوب,,,ثوب,ثوب,ثوب
,ابيض,ابيض_,,ابيض,,ابيض
,من,وجلسعليكرسيه_وامرَّفادخلوه,,من,من,من
,حريروجلسعلىكرسيه,,,حريروجلسعلىكرسيه,حريروجلسعلىكرسيه,الحريروامردخلتاليهفقاللىياابي[شا]م
لمن,وعظامايهامامه,,لمن,وعظمايهقدامه,وعظمايهقدامه,لمن
اشبه,قايمين,,أشبهأناوأكابريفقالياسيديأنت,قايمين,قايمين_,اشبه
واكابردولتيلمنيشبهونايضًا,,,,فامرودخلتاليهاناحيقارفقالليابيشاملمناشبهاناواكابرىلمنيشبهون,,اناواكابريلمنيشبهونقلت
فقلت,,,,فقلت,,
,,,,,,لهانت
له_انتتشبه,,,تشبه,لهانتتشبه,,تشبه
,,,الشمسواكابرك,,,الشمسواكابرك
,,,,,,لشعاعهافقاللىامضيالىمنزلكوايضاقاللاكابرهبالغدالبسواثياباسودمنقزوالملكلبسثوبقرمزي
,وامر,,,,وامر,وامر
,ودخلت,,,,ليفدخلتُ,انادخلاليهقاللىايضا
,اليهفقال,اليه_فقال,,,اليه_فقال,
,لي,لهفرعون,,,لي,
,ياابيقام,ياابيقام,,,ياابيقام,
,لمناشبهاناواكابريلمنيشبهون,لمناشبهاناواكابريلمنيشبهون_,,,لمناشبهاناواكابريلمنيشبهون_,لمناشبهاناواكابريلمنيشبهون
,قلت,فقاللهياسيديانتتشبهللقمر_واكابرك,,,فقلتُ,قلت
,له,,,,له,له
,تشبهانت,,,,تشبهانت,انتتشبهالقمر
الشمس,الشمس,,,الشمس,الشمس,
واربابدولتكللاشعة_ثمقالانطلقالىمخدعكونهارغدارجعاليّفامرالملكاكابرهانيلبسواثيابًاحريريةلامعةوكذلكاتشحالملكوجلسعلىعرشهوأمراناحضرالىعندهفقالليياابيقام_مناشبهاناالآنواكابريلمنيشبهونايضًا_,واكابركيشبهون,,,واكابركيشبهون,واكابركيشبهون,واكابركيشبهون
,لشعاعالشمس,,لشعاعالشمس,لشعاعالشمس,لشعاعها_,الكواكبقال
,فقال,,فقال,فقال,فقال,
,لي,,لهأمضي,لي,لي,
,امضي,,,امضي,امضي,امضي
,اليومالىمنزلك,,,اليومالىمنزلك,اليومالىمنزلك_,الىمنزلكوبالغد
,وبالغده,,,وبكره,وقومبالغدوتعالاليَّ,
,تعال,,,تعال,,
,الي,,,الىعنديورسمالملكلاكابره,,
,ورسم,,,,ورسم,
,,,,,فرعونالىاكابرهانه,
,,,,بالغدالبسواثيابسود,بالغدالبسواثيابسود,
,,,,ويكونوا,,
,,,,منقز,منقز,
,,,,والملكلبسثياب,وفرعونلبسثوب,
,,,,قرمزيوجلسعلىكرسيهوامر,قرمزيوجلسعلىكرسيهوامر,
,,,,وادخلونيالىقدامهفقالليابيشاملمناشبهاناوعظماي,فادخلونيقدامهفقالليلمناشبهاناوعظماءِ,
,,,,لمنيشبهون,لمنيشبهون_,
فقلت,,,,فقلت,فقلتُ,
له,,,,له,له,
امّاانتفللقمروامّااكابركللنجومقاللياذهبالىبيتكوعُداليّغدًا_فأمراكابرهانيلبسواثيابًامتنوعةوتكونسجفالهيكلحُمرًاواتشحالملكثيابًابرفيريةواستوىعلىعرشهوأمرباحضاري_برفيريةوجلسعلىكرسيّهفأمرباحضاريفحضرتالى,,,,انتتشبهالقمروعظمايك,انتتشبهالقمروعظمايك,
,,يشبهون,,يشبهون,يشبهون,
,,النجوم_,,النجوم,الكواكب_قالليفرعونامضيياابيقام,
,,فقاللهياابيقامامضياليمنزلكاليوم_وفيالغدتعالاليَّ_ورسمالملكلاكابره_انيلبسواتيابالقرمز_وياتوااليه_,,والكواكبفقالامضيياابيشام,,
,,وفي,وفي,الىمكانك,الىمكانك,
,,الغد,غدَّاتكونهاهناثمأوصىفرعونلأكابرهأنهميلبسونبياضصافيولبسهوأيضًاكذلكوجلسبالغداعلىكرسيهوأمرباحضارابيقاماليهفدخلوسجدأمامهووقففقاللهفرعونلمنأشبهأناوجنودي,وبكره,وبالغدتعالاليَّ_وامرالملكلاكابرهانه,
,,,,تعال,,تعال
,,,,,بالغد,
,,,,الىعندي,,
,,,,وامر,,وامر
,الملكلاكابره,,,الملكلاكابره,,الملكلاكابره
,ان,,,,,ان
,,,,,,بالغد
,بالغداهالبسوا,,,,,
,,,,,,يلبسوا
,ثياب,,,,,ثياب
,سودوستورالهيكلسودويكونوامنقزوالملك,,,,,منكلصنفوالملكلبسثوبطنفسهوجلسعلىكرسيهواحضرلعنده
,لبس,لبس,,,,
,ثوب,الملكتوب,,,,
,قرمزيوجلسعليكرسيه,قرمزيوجلسعليكرسيه_,,,,
,وامروادخلونياليهفقالليلمناشبهاناوعظماييلمنيشبهونقلتلهتشبهالقمروعظمايك,وامرَّفادخلوهاليقدامه_,,,,
,,وقال,,وقال,,وقال
,يشبهون,,,,,
,للكواكبقالليامضياليمنزلكوبالغدهتعالاليّورسمالملكلاكابرهانبالغده,له,,لهمبكرهالبسواكلكمثيابًملوّنينومن,,لى
,البسواثيابملونينمن,يا,,,البسواثيابملونينمن,يا
,كللونوصنفوستورالهيكل,ابيقام,,كللونوصنفوستورالهيكل,كللونوصنف_وستورالهيكل,ابيشام
,,لمناشبهانا_واكابريلمنيشبهون,,,لازم,لمناشبهاناواكابريلمنيشبهون
,يكونواحمر,فقاللهياسيدي_,فقاللهياسيدي,يكونواحمر,يكونواحمر_,قلتلهتشبهانتلشهرنيسانواكابرك
,,,,,,يشبهون
,والملك,انتتشبهالشمس_,أنتتشبهالقمر,والملك,وفرعونايضًا,
,لبسثوبطنفسة,وجنودك,وجنودك,ثم,لبسثوبطنفسة,لزهرهولماسمعالملكهولاىفرح
